id,chemical,date,location,misurations
8755,Cadmium,1998-04,Chai,3
8756,Cadmium,1998-04,Kannika,3
8757,Cadmium,1998-04,Kohsoom,1
8758,Cadmium,1998-04,Sakda,1
8759,Cadmium,1998-04,Somchair,1
8760,Cadmium,1998-05,Boonsri,2
8761,Cadmium,1998-05,Chai,3
8762,Cadmium,1998-05,Kannika,3
8763,Cadmium,1998-06,Boonsri,2
8764,Cadmium,1998-06,Chai,3
8765,Cadmium,1998-06,Kannika,3
8766,Cadmium,1998-06,Kohsoom,1
8767,Cadmium,1998-06,Sakda,1
8768,Cadmium,1998-06,Somchair,1
8769,Cadmium,1998-07,Boonsri,2
8770,Cadmium,1998-07,Chai,3
8771,Cadmium,1998-07,Kannika,3
8772,Cadmium,1998-08,Boonsri,2
8773,Cadmium,1998-08,Chai,4
8774,Cadmium,1998-08,Kannika,4
8775,Cadmium,1998-08,Kohsoom,1
8776,Cadmium,1998-08,Sakda,2
8777,Cadmium,1998-08,Somchair,1
8778,Cadmium,1998-09,Boonsri,2
8779,Cadmium,1998-09,Chai,3
8780,Cadmium,1998-09,Kannika,3
8781,Cadmium,1998-10,Boonsri,2
8782,Cadmium,1998-10,Busarakhan,1
8783,Cadmium,1998-10,Chai,3
8784,Cadmium,1998-10,Kannika,3
8785,Cadmium,1998-10,Kohsoom,1
8786,Cadmium,1998-10,Sakda,3
8787,Cadmium,1998-10,Somchair,1
8788,Cadmium,1998-11,Boonsri,2
8789,Cadmium,1998-11,Busarakhan,1
8790,Cadmium,1998-11,Chai,3
8791,Cadmium,1998-11,Kannika,3
8792,Cadmium,1998-11,Kohsoom,1
8793,Cadmium,1998-11,Sakda,3
8794,Cadmium,1998-11,Somchair,1
8795,Cadmium,1998-12,Boonsri,2
8796,Cadmium,1998-12,Busarakhan,1
8797,Cadmium,1998-12,Chai,3
8798,Cadmium,1998-12,Kannika,3
8799,Cadmium,1998-12,Kohsoom,1
8800,Cadmium,1998-12,Sakda,3
8801,Cadmium,1998-12,Somchair,1
8802,Cadmium,1999-01,Boonsri,1
8803,Cadmium,1999-01,Busarakhan,1
8804,Cadmium,1999-01,Chai,3
8805,Cadmium,1999-01,Kannika,3
8806,Cadmium,1999-01,Kohsoom,1
8807,Cadmium,1999-01,Sakda,3
8808,Cadmium,1999-01,Somchair,1
8809,Cadmium,1999-02,Boonsri,3
8810,Cadmium,1999-02,Busarakhan,1
8811,Cadmium,1999-02,Chai,3
8812,Cadmium,1999-02,Kannika,3
8813,Cadmium,1999-02,Kohsoom,1
8814,Cadmium,1999-02,Sakda,3
8815,Cadmium,1999-02,Somchair,1
8816,Cadmium,1999-03,Boonsri,3
8817,Cadmium,1999-03,Busarakhan,1
8818,Cadmium,1999-03,Chai,3
8819,Cadmium,1999-03,Kannika,3
8820,Cadmium,1999-03,Kohsoom,1
8821,Cadmium,1999-03,Sakda,3
8822,Cadmium,1999-03,Somchair,1
8823,Cadmium,1999-04,Boonsri,3
8824,Cadmium,1999-04,Busarakhan,1
8825,Cadmium,1999-04,Chai,3
8826,Cadmium,1999-04,Kannika,3
8827,Cadmium,1999-04,Kohsoom,1
8828,Cadmium,1999-04,Sakda,3
8829,Cadmium,1999-04,Somchair,1
8830,Cadmium,1999-05,Boonsri,3
8831,Cadmium,1999-05,Busarakhan,1
8832,Cadmium,1999-05,Chai,3
8833,Cadmium,1999-05,Kannika,3
8834,Cadmium,1999-05,Kohsoom,1
8835,Cadmium,1999-05,Sakda,3
8836,Cadmium,1999-05,Somchair,1
8837,Cadmium,1999-06,Boonsri,3
8838,Cadmium,1999-06,Busarakhan,1
8839,Cadmium,1999-06,Chai,3
8840,Cadmium,1999-06,Kannika,3
8841,Cadmium,1999-06,Kohsoom,1
8842,Cadmium,1999-06,Sakda,3
8843,Cadmium,1999-06,Somchair,1
8844,Cadmium,1999-07,Boonsri,3
8845,Cadmium,1999-07,Busarakhan,2
8846,Cadmium,1999-07,Chai,4
8847,Cadmium,1999-07,Kannika,4
8848,Cadmium,1999-07,Kohsoom,2
8849,Cadmium,1999-07,Sakda,5
8850,Cadmium,1999-07,Somchair,2
8851,Cadmium,1999-08,Boonsri,2
8852,Cadmium,1999-08,Busarakhan,2
8853,Cadmium,1999-08,Chai,4
8854,Cadmium,1999-08,Kannika,4
8855,Cadmium,1999-08,Kohsoom,2
8856,Cadmium,1999-08,Sakda,4
8857,Cadmium,1999-08,Somchair,2
8858,Cadmium,1999-09,Boonsri,2
8859,Cadmium,1999-09,Busarakhan,1
8860,Cadmium,1999-09,Chai,3
8861,Cadmium,1999-09,Kannika,3
8862,Cadmium,1999-09,Kohsoom,1
8863,Cadmium,1999-09,Sakda,3
8864,Cadmium,1999-09,Somchair,1
8865,Cadmium,1999-10,Boonsri,2
8866,Cadmium,1999-10,Busarakhan,1
8867,Cadmium,1999-10,Chai,3
8868,Cadmium,1999-10,Kannika,3
8869,Cadmium,1999-10,Kohsoom,1
8870,Cadmium,1999-10,Sakda,3
8871,Cadmium,1999-10,Somchair,1
8872,Cadmium,1999-11,Boonsri,2
8873,Cadmium,1999-11,Busarakhan,1
8874,Cadmium,1999-11,Chai,3
8875,Cadmium,1999-11,Kannika,3
8876,Cadmium,1999-11,Kohsoom,1
8877,Cadmium,1999-11,Sakda,3
8878,Cadmium,1999-11,Somchair,1
8879,Cadmium,1999-12,Boonsri,1
8880,Cadmium,1999-12,Busarakhan,1
8881,Cadmium,1999-12,Chai,3
8882,Cadmium,1999-12,Kannika,3
8883,Cadmium,1999-12,Kohsoom,1
8884,Cadmium,1999-12,Sakda,3
8885,Cadmium,1999-12,Somchair,1
8886,Cadmium,2000-01,Boonsri,2
8887,Cadmium,2000-01,Busarakhan,1
8888,Cadmium,2000-01,Chai,3
8889,Cadmium,2000-01,Kannika,3
8890,Cadmium,2000-01,Kohsoom,1
8891,Cadmium,2000-01,Sakda,3
8892,Cadmium,2000-01,Somchair,1
8893,Cadmium,2000-02,Boonsri,3
8894,Cadmium,2000-02,Busarakhan,1
8895,Cadmium,2000-02,Chai,3
8896,Cadmium,2000-02,Kannika,3
8897,Cadmium,2000-02,Kohsoom,1
8898,Cadmium,2000-02,Sakda,3
8899,Cadmium,2000-02,Somchair,1
8900,Cadmium,2000-03,Boonsri,3
8901,Cadmium,2000-03,Busarakhan,1
8902,Cadmium,2000-03,Chai,3
8903,Cadmium,2000-03,Kannika,3
8904,Cadmium,2000-03,Kohsoom,1
8905,Cadmium,2000-03,Sakda,3
8906,Cadmium,2000-03,Somchair,1
8907,Cadmium,2000-04,Boonsri,3
8908,Cadmium,2000-04,Busarakhan,1
8909,Cadmium,2000-04,Chai,3
8910,Cadmium,2000-04,Kannika,3
8911,Cadmium,2000-04,Kohsoom,1
8912,Cadmium,2000-04,Sakda,3
8913,Cadmium,2000-04,Somchair,1
8914,Cadmium,2000-05,Boonsri,3
8915,Cadmium,2000-05,Busarakhan,1
8916,Cadmium,2000-05,Chai,3
8917,Cadmium,2000-05,Kannika,3
8918,Cadmium,2000-05,Kohsoom,1
8919,Cadmium,2000-05,Sakda,3
8920,Cadmium,2000-05,Somchair,1
8921,Cadmium,2000-06,Boonsri,3
8922,Cadmium,2000-06,Busarakhan,1
8923,Cadmium,2000-06,Chai,3
8924,Cadmium,2000-06,Kannika,3
8925,Cadmium,2000-06,Kohsoom,1
8926,Cadmium,2000-06,Sakda,3
8927,Cadmium,2000-06,Somchair,1
8928,Cadmium,2000-07,Boonsri,3
8929,Cadmium,2000-07,Busarakhan,2
8930,Cadmium,2000-07,Chai,4
8931,Cadmium,2000-07,Kannika,4
8932,Cadmium,2000-07,Kohsoom,2
8933,Cadmium,2000-07,Sakda,4
8934,Cadmium,2000-07,Somchair,2
8935,Cadmium,2000-08,Boonsri,3
8936,Cadmium,2000-08,Busarakhan,2
8937,Cadmium,2000-08,Chai,4
8938,Cadmium,2000-08,Kannika,4
8939,Cadmium,2000-08,Kohsoom,2
8940,Cadmium,2000-08,Sakda,4
8941,Cadmium,2000-08,Somchair,2
8942,Cadmium,2000-09,Boonsri,3
8943,Cadmium,2000-09,Busarakhan,1
8944,Cadmium,2000-09,Chai,3
8945,Cadmium,2000-09,Kannika,3
8946,Cadmium,2000-09,Kohsoom,1
8947,Cadmium,2000-09,Sakda,3
8948,Cadmium,2000-09,Somchair,1
8949,Cadmium,2000-10,Boonsri,3
8950,Cadmium,2000-10,Busarakhan,1
8951,Cadmium,2000-10,Chai,3
8952,Cadmium,2000-10,Kannika,3
8953,Cadmium,2000-10,Kohsoom,1
8954,Cadmium,2000-10,Sakda,3
8955,Cadmium,2000-10,Somchair,1
8956,Cadmium,2000-11,Boonsri,3
8957,Cadmium,2000-11,Busarakhan,1
8958,Cadmium,2000-11,Chai,3
8959,Cadmium,2000-11,Kannika,3
8960,Cadmium,2000-11,Kohsoom,1
8961,Cadmium,2000-11,Sakda,3
8962,Cadmium,2000-11,Somchair,1
8963,Cadmium,2000-12,Boonsri,3
8964,Cadmium,2000-12,Busarakhan,1
8965,Cadmium,2000-12,Chai,3
8966,Cadmium,2000-12,Kannika,3
8967,Cadmium,2000-12,Kohsoom,1
8968,Cadmium,2000-12,Sakda,3
8969,Cadmium,2000-12,Somchair,1
8970,Cadmium,2001-01,Busarakhan,1
8971,Cadmium,2001-01,Chai,3
8972,Cadmium,2001-01,Kannika,3
8973,Cadmium,2001-01,Kohsoom,1
8974,Cadmium,2001-01,Sakda,3
8975,Cadmium,2001-01,Somchair,1
8976,Cadmium,2001-02,Busarakhan,1
8977,Cadmium,2001-02,Chai,3
8978,Cadmium,2001-02,Kannika,3
8979,Cadmium,2001-02,Kohsoom,1
8980,Cadmium,2001-02,Sakda,3
8981,Cadmium,2001-02,Somchair,1
8982,Cadmium,2001-03,Busarakhan,1
8983,Cadmium,2001-03,Chai,3
8984,Cadmium,2001-03,Kannika,3
8985,Cadmium,2001-03,Kohsoom,1
8986,Cadmium,2001-03,Sakda,3
8987,Cadmium,2001-03,Somchair,1
8988,Cadmium,2001-05,Boonsri,3
8989,Cadmium,2001-05,Busarakhan,1
8990,Cadmium,2001-05,Chai,3
8991,Cadmium,2001-05,Kannika,3
8992,Cadmium,2001-05,Kohsoom,1
8993,Cadmium,2001-05,Sakda,3
8994,Cadmium,2001-05,Somchair,1
8995,Cadmium,2001-06,Boonsri,3
8996,Cadmium,2001-06,Busarakhan,1
8997,Cadmium,2001-06,Chai,3
8998,Cadmium,2001-06,Kannika,3
8999,Cadmium,2001-06,Kohsoom,1
9000,Cadmium,2001-06,Sakda,3
9001,Cadmium,2001-06,Somchair,1
9002,Cadmium,2001-07,Boonsri,3
9003,Cadmium,2001-07,Busarakhan,1
9004,Cadmium,2001-07,Chai,3
9005,Cadmium,2001-07,Kannika,3
9006,Cadmium,2001-07,Kohsoom,1
9007,Cadmium,2001-07,Sakda,3
9008,Cadmium,2001-07,Somchair,1
9009,Cadmium,2001-08,Boonsri,3
9010,Cadmium,2001-08,Busarakhan,1
9011,Cadmium,2001-08,Chai,3
9012,Cadmium,2001-08,Kannika,3
9013,Cadmium,2001-08,Kohsoom,1
9014,Cadmium,2001-08,Sakda,3
9015,Cadmium,2001-08,Somchair,1
9016,Cadmium,2001-09,Boonsri,3
9017,Cadmium,2001-09,Busarakhan,1
9018,Cadmium,2001-09,Chai,3
9019,Cadmium,2001-09,Kannika,3
9020,Cadmium,2001-09,Sakda,3
9021,Cadmium,2001-10,Boonsri,3
9022,Cadmium,2001-10,Kohsoom,1
9023,Cadmium,2001-11,Boonsri,3
9024,Cadmium,2001-11,Busarakhan,1
9025,Cadmium,2001-11,Chai,3
9026,Cadmium,2001-11,Kohsoom,1
9027,Cadmium,2001-11,Somchair,1
9028,Cadmium,2001-12,Boonsri,3
9029,Cadmium,2001-12,Kannika,3
9030,Cadmium,2001-12,Kohsoom,1
9031,Cadmium,2001-12,Sakda,3
9032,Cadmium,2002-02,Chai,3
9033,Cadmium,2002-03,Boonsri,3
9034,Cadmium,2002-03,Busarakhan,1
9035,Cadmium,2002-03,Chai,6
9036,Cadmium,2002-03,Kannika,3
9037,Cadmium,2002-03,Kohsoom,1
9038,Cadmium,2002-03,Sakda,3
9039,Cadmium,2002-03,Somchair,1
9040,Cadmium,2002-04,Boonsri,3
9041,Cadmium,2002-04,Busarakhan,1
9042,Cadmium,2002-04,Chai,6
9043,Cadmium,2002-04,Kannika,3
9044,Cadmium,2002-04,Kohsoom,1
9045,Cadmium,2002-04,Sakda,3
9046,Cadmium,2002-04,Somchair,1
9047,Cadmium,2002-05,Boonsri,6
9048,Cadmium,2002-05,Chai,6
9049,Cadmium,2002-05,Kohsoom,1
9050,Cadmium,2002-06,Boonsri,3
9051,Cadmium,2002-06,Busarakhan,1
9052,Cadmium,2002-06,Chai,6
9053,Cadmium,2002-06,Kannika,3
9054,Cadmium,2002-06,Kohsoom,1
9055,Cadmium,2002-06,Sakda,3
9056,Cadmium,2002-06,Somchair,1
9057,Cadmium,2002-08,Boonsri,3
9058,Cadmium,2002-08,Busarakhan,1
9059,Cadmium,2002-08,Chai,6
9060,Cadmium,2002-08,Kannika,3
9061,Cadmium,2002-08,Kohsoom,1
9062,Cadmium,2002-08,Sakda,3
9063,Cadmium,2002-08,Somchair,1
9064,Cadmium,2002-09,Boonsri,6
9065,Cadmium,2002-09,Busarakhan,1
9066,Cadmium,2002-09,Chai,6
9067,Cadmium,2002-09,Kannika,3
9068,Cadmium,2002-09,Kohsoom,1
9069,Cadmium,2002-09,Sakda,3
9070,Cadmium,2002-09,Somchair,1
9071,Cadmium,2002-10,Boonsri,4
9072,Cadmium,2002-10,Busarakhan,3
9073,Cadmium,2002-10,Chai,10
9074,Cadmium,2002-10,Kannika,7
9075,Cadmium,2002-10,Kohsoom,3
9076,Cadmium,2002-10,Sakda,7
9077,Cadmium,2002-10,Somchair,3
9078,Cadmium,2002-11,Boonsri,3
9079,Cadmium,2002-11,Chai,3
9080,Cadmium,2002-11,Kannika,3
9081,Cadmium,2002-11,Kohsoom,1
9082,Cadmium,2002-11,Sakda,3
9083,Cadmium,2002-12,Boonsri,3
9084,Cadmium,2002-12,Busarakhan,1
9085,Cadmium,2002-12,Chai,6
9086,Cadmium,2002-12,Kannika,3
9087,Cadmium,2002-12,Kohsoom,1
9088,Cadmium,2002-12,Sakda,3
9089,Cadmium,2002-12,Somchair,1
9090,Cadmium,2003-01,Boonsri,3
9091,Cadmium,2003-01,Busarakhan,1
9092,Cadmium,2003-01,Chai,6
9093,Cadmium,2003-01,Kannika,3
9094,Cadmium,2003-01,Kohsoom,1
9095,Cadmium,2003-01,Sakda,3
9096,Cadmium,2003-01,Somchair,1
9097,Cadmium,2003-02,Boonsri,3
9098,Cadmium,2003-02,Busarakhan,1
9099,Cadmium,2003-02,Chai,6
9100,Cadmium,2003-02,Kannika,3
9101,Cadmium,2003-02,Kohsoom,1
9102,Cadmium,2003-02,Sakda,3
9103,Cadmium,2003-02,Somchair,1
9104,Cadmium,2003-03,Boonsri,3
9105,Cadmium,2003-03,Busarakhan,1
9106,Cadmium,2003-03,Chai,6
9107,Cadmium,2003-03,Kannika,3
9108,Cadmium,2003-03,Kohsoom,1
9109,Cadmium,2003-03,Sakda,3
9110,Cadmium,2003-03,Somchair,1
9111,Cadmium,2003-04,Boonsri,3
9112,Cadmium,2003-04,Busarakhan,1
9113,Cadmium,2003-04,Chai,6
9114,Cadmium,2003-04,Kannika,3
9115,Cadmium,2003-04,Kohsoom,1
9116,Cadmium,2003-04,Sakda,3
9117,Cadmium,2003-04,Somchair,1
9118,Cadmium,2003-05,Busarakhan,1
9119,Cadmium,2003-05,Chai,6
9120,Cadmium,2003-05,Kannika,3
9121,Cadmium,2003-05,Kohsoom,1
9122,Cadmium,2003-05,Sakda,3
9123,Cadmium,2003-05,Somchair,1
9124,Cadmium,2003-06,Boonsri,6
9125,Cadmium,2003-06,Busarakhan,1
9126,Cadmium,2003-06,Chai,6
9127,Cadmium,2003-06,Kannika,3
9128,Cadmium,2003-06,Kohsoom,1
9129,Cadmium,2003-06,Sakda,3
9130,Cadmium,2003-06,Somchair,1
9131,Cadmium,2003-07,Boonsri,6
9132,Cadmium,2003-07,Busarakhan,1
9133,Cadmium,2003-07,Chai,3
9134,Cadmium,2003-07,Kannika,3
9135,Cadmium,2003-07,Kohsoom,1
9136,Cadmium,2003-07,Sakda,3
9137,Cadmium,2003-07,Somchair,1
9138,Cadmium,2003-08,Boonsri,3
9139,Cadmium,2003-08,Busarakhan,2
9140,Cadmium,2003-08,Chai,8
9141,Cadmium,2003-08,Kannika,2
9142,Cadmium,2003-08,Kohsoom,2
9143,Cadmium,2003-08,Sakda,1
9144,Cadmium,2003-08,Somchair,2
9145,Cadmium,2003-09,Busarakhan,1
9146,Cadmium,2003-09,Chai,1
9147,Cadmium,2003-09,Kannika,1
9148,Cadmium,2003-09,Kohsoom,1
9149,Cadmium,2003-09,Sakda,1
9150,Cadmium,2003-09,Somchair,1
9151,Cadmium,2003-10,Boonsri,6
9152,Cadmium,2003-10,Busarakhan,1
9153,Cadmium,2003-10,Chai,6
9154,Cadmium,2003-10,Kannika,3
9155,Cadmium,2003-10,Sakda,3
9156,Cadmium,2003-10,Somchair,1
9157,Cadmium,2003-11,Boonsri,6
9158,Cadmium,2003-11,Busarakhan,1
9159,Cadmium,2003-11,Chai,6
9160,Cadmium,2003-11,Kannika,3
9161,Cadmium,2003-11,Kohsoom,1
9162,Cadmium,2003-11,Sakda,3
9163,Cadmium,2003-11,Somchair,1
9164,Cadmium,2003-12,Boonsri,6
9165,Cadmium,2003-12,Kohsoom,1
9166,Cadmium,2004-01,Boonsri,1
9167,Cadmium,2004-01,Busarakhan,1
9168,Cadmium,2004-01,Chai,6
9169,Cadmium,2004-01,Sakda,3
9170,Cadmium,2004-01,Somchair,1
9171,Cadmium,2004-02,Boonsri,6
9172,Cadmium,2004-02,Busarakhan,1
9173,Cadmium,2004-02,Chai,6
9174,Cadmium,2004-02,Kannika,3
9175,Cadmium,2004-02,Kohsoom,1
9176,Cadmium,2004-02,Sakda,3
9177,Cadmium,2004-02,Somchair,1
9178,Cadmium,2004-03,Boonsri,3
9179,Cadmium,2004-03,Busarakhan,1
9180,Cadmium,2004-03,Chai,6
9181,Cadmium,2004-03,Kohsoom,1
9182,Cadmium,2004-03,Sakda,3
9183,Cadmium,2004-03,Somchair,1
9184,Cadmium,2004-04,Boonsri,6
9185,Cadmium,2004-04,Busarakhan,1
9186,Cadmium,2004-04,Chai,6
9187,Cadmium,2004-04,Kannika,3
9188,Cadmium,2004-04,Kohsoom,1
9189,Cadmium,2004-04,Sakda,3
9190,Cadmium,2004-04,Somchair,1
9191,Cadmium,2004-05,Boonsri,6
9192,Cadmium,2004-05,Busarakhan,1
9193,Cadmium,2004-05,Chai,6
9194,Cadmium,2004-05,Kannika,3
9195,Cadmium,2004-05,Kohsoom,1
9196,Cadmium,2004-05,Sakda,3
9197,Cadmium,2004-05,Somchair,1
9198,Cadmium,2004-06,Boonsri,6
9199,Cadmium,2004-06,Busarakhan,1
9200,Cadmium,2004-06,Chai,6
9201,Cadmium,2004-06,Kannika,3
9202,Cadmium,2004-06,Sakda,3
9203,Cadmium,2004-06,Somchair,1
9204,Cadmium,2004-07,Boonsri,6
9205,Cadmium,2004-07,Busarakhan,1
9206,Cadmium,2004-07,Chai,6
9207,Cadmium,2004-07,Kannika,3
9208,Cadmium,2004-07,Kohsoom,1
9209,Cadmium,2004-07,Sakda,3
9210,Cadmium,2004-07,Somchair,1
9211,Cadmium,2004-08,Boonsri,6
9212,Cadmium,2004-08,Busarakhan,1
9213,Cadmium,2004-08,Chai,6
9214,Cadmium,2004-08,Kannika,3
9215,Cadmium,2004-08,Kohsoom,1
9216,Cadmium,2004-08,Sakda,3
9217,Cadmium,2004-08,Somchair,1
9218,Cadmium,2004-09,Boonsri,6
9219,Cadmium,2004-09,Busarakhan,1
9220,Cadmium,2004-09,Chai,6
9221,Cadmium,2004-09,Kannika,3
9222,Cadmium,2004-09,Kohsoom,1
9223,Cadmium,2004-09,Sakda,3
9224,Cadmium,2004-09,Somchair,1
9225,Cadmium,2004-10,Boonsri,6
9226,Cadmium,2004-10,Busarakhan,1
9227,Cadmium,2004-10,Chai,6
9228,Cadmium,2004-10,Kannika,3
9229,Cadmium,2004-10,Kohsoom,1
9230,Cadmium,2004-10,Sakda,3
9231,Cadmium,2004-10,Somchair,1
9232,Cadmium,2004-11,Boonsri,6
9233,Cadmium,2004-11,Busarakhan,1
9234,Cadmium,2004-11,Chai,6
9235,Cadmium,2004-11,Kannika,3
9236,Cadmium,2004-11,Kohsoom,1
9237,Cadmium,2004-11,Sakda,3
9238,Cadmium,2004-11,Somchair,1
9239,Cadmium,2004-12,Boonsri,4
9240,Cadmium,2004-12,Busarakhan,1
9241,Cadmium,2004-12,Chai,6
9242,Cadmium,2004-12,Kannika,3
9243,Cadmium,2004-12,Kohsoom,1
9244,Cadmium,2004-12,Sakda,3
9245,Cadmium,2004-12,Somchair,1
9246,Cadmium,2005-01,Boonsri,6
9247,Cadmium,2005-01,Busarakhan,1
9248,Cadmium,2005-01,Chai,6
9249,Cadmium,2005-01,Kannika,3
9250,Cadmium,2005-01,Kohsoom,1
9251,Cadmium,2005-01,Sakda,3
9252,Cadmium,2005-01,Somchair,1
9253,Cadmium,2005-02,Boonsri,6
9254,Cadmium,2005-02,Busarakhan,1
9255,Cadmium,2005-02,Chai,3
9256,Cadmium,2005-02,Kannika,3
9257,Cadmium,2005-02,Kohsoom,1
9258,Cadmium,2005-02,Sakda,3
9259,Cadmium,2005-02,Somchair,1
9260,Cadmium,2005-03,Boonsri,6
9261,Cadmium,2005-03,Busarakhan,1
9262,Cadmium,2005-03,Chai,6
9263,Cadmium,2005-03,Kannika,3
9264,Cadmium,2005-03,Kohsoom,1
9265,Cadmium,2005-03,Sakda,3
9266,Cadmium,2005-03,Somchair,1
9267,Cadmium,2005-04,Boonsri,6
9268,Cadmium,2005-04,Busarakhan,1
9269,Cadmium,2005-04,Chai,6
9270,Cadmium,2005-04,Kannika,3
9271,Cadmium,2005-04,Kohsoom,1
9272,Cadmium,2005-04,Sakda,3
9273,Cadmium,2005-04,Somchair,1
9274,Cadmium,2005-05,Boonsri,6
9275,Cadmium,2005-05,Busarakhan,1
9276,Cadmium,2005-05,Chai,3
9277,Cadmium,2005-05,Kannika,3
9278,Cadmium,2005-05,Kohsoom,1
9279,Cadmium,2005-05,Sakda,3
9280,Cadmium,2005-05,Somchair,1
9281,Cadmium,2005-06,Boonsri,6
9282,Cadmium,2005-06,Busarakhan,1
9283,Cadmium,2005-06,Chai,6
9284,Cadmium,2005-06,Kannika,3
9285,Cadmium,2005-06,Kohsoom,1
9286,Cadmium,2005-06,Sakda,3
9287,Cadmium,2005-06,Somchair,1
9288,Cadmium,2005-07,Boonsri,6
9289,Cadmium,2005-07,Busarakhan,1
9290,Cadmium,2005-07,Chai,6
9291,Cadmium,2005-07,Kannika,3
9292,Cadmium,2005-07,Kohsoom,1
9293,Cadmium,2005-07,Sakda,3
9294,Cadmium,2005-07,Somchair,1
9295,Cadmium,2005-08,Boonsri,6
9296,Cadmium,2005-08,Busarakhan,1
9297,Cadmium,2005-08,Chai,6
9298,Cadmium,2005-08,Kannika,3
9299,Cadmium,2005-08,Kohsoom,1
9300,Cadmium,2005-08,Sakda,3
9301,Cadmium,2005-08,Somchair,1
9302,Cadmium,2005-09,Busarakhan,1
9303,Cadmium,2005-09,Chai,6
9304,Cadmium,2005-09,Kannika,3
9305,Cadmium,2005-09,Sakda,3
9306,Cadmium,2005-09,Somchair,1
9307,Cadmium,2005-10,Boonsri,6
9308,Cadmium,2005-10,Busarakhan,1
9309,Cadmium,2005-10,Chai,6
9310,Cadmium,2005-10,Kannika,3
9311,Cadmium,2005-10,Kohsoom,1
9312,Cadmium,2005-10,Sakda,3
9313,Cadmium,2005-10,Somchair,1
9314,Cadmium,2005-11,Boonsri,6
9315,Cadmium,2005-11,Busarakhan,1
9316,Cadmium,2005-11,Chai,6
9317,Cadmium,2005-11,Kohsoom,1
9318,Cadmium,2005-11,Somchair,1
9319,Cadmium,2005-12,Boonsri,6
9320,Cadmium,2005-12,Kohsoom,1
9321,Cadmium,2006-01,Boonsri,6
9322,Cadmium,2006-01,Busarakhan,1
9323,Cadmium,2006-01,Chai,6
9324,Cadmium,2006-01,Kannika,3
9325,Cadmium,2006-01,Kohsoom,1
9326,Cadmium,2006-01,Sakda,3
9327,Cadmium,2006-01,Somchair,1
9328,Cadmium,2006-04,Boonsri,6
9329,Cadmium,2006-04,Busarakhan,1
9330,Cadmium,2006-04,Chai,6
9331,Cadmium,2006-04,Kannika,3
9332,Cadmium,2006-04,Kohsoom,1
9333,Cadmium,2006-04,Sakda,3
9334,Cadmium,2006-04,Somchair,1
9335,Cadmium,2006-05,Boonsri,6
9336,Cadmium,2006-05,Busarakhan,1
9337,Cadmium,2006-05,Kannika,3
9338,Cadmium,2006-05,Kohsoom,1
9339,Cadmium,2006-05,Sakda,3
9340,Cadmium,2006-05,Somchair,1
9341,Cadmium,2006-06,Boonsri,6
9342,Cadmium,2006-06,Busarakhan,1
9343,Cadmium,2006-06,Chai,6
9344,Cadmium,2006-06,Kannika,3
9345,Cadmium,2006-06,Kohsoom,1
9346,Cadmium,2006-06,Sakda,3
9347,Cadmium,2006-06,Somchair,1
9348,Cadmium,2006-07,Boonsri,6
9349,Cadmium,2006-07,Busarakhan,1
9350,Cadmium,2006-07,Chai,6
9351,Cadmium,2006-07,Kannika,3
9352,Cadmium,2006-07,Kohsoom,1
9353,Cadmium,2006-07,Sakda,3
9354,Cadmium,2006-07,Somchair,1
9355,Cadmium,2006-08,Boonsri,6
9356,Cadmium,2006-08,Busarakhan,1
9357,Cadmium,2006-08,Chai,6
9358,Cadmium,2006-08,Kannika,3
9359,Cadmium,2006-08,Kohsoom,1
9360,Cadmium,2006-08,Sakda,3
9361,Cadmium,2006-08,Somchair,1
9362,Cadmium,2006-09,Boonsri,6
9363,Cadmium,2006-09,Busarakhan,1
9364,Cadmium,2006-09,Chai,6
9365,Cadmium,2006-09,Kannika,3
9366,Cadmium,2006-09,Kohsoom,1
9367,Cadmium,2006-09,Sakda,3
9368,Cadmium,2006-09,Somchair,1
9369,Cadmium,2006-10,Boonsri,3
9370,Cadmium,2006-10,Busarakhan,1
9371,Cadmium,2006-10,Chai,6
9372,Cadmium,2006-10,Kannika,3
9373,Cadmium,2006-10,Kohsoom,1
9374,Cadmium,2006-10,Sakda,3
9375,Cadmium,2006-10,Somchair,1
9376,Cadmium,2006-11,Boonsri,6
9377,Cadmium,2006-11,Busarakhan,1
9378,Cadmium,2006-11,Chai,6
9379,Cadmium,2006-11,Kannika,3
9380,Cadmium,2006-11,Kohsoom,1
9381,Cadmium,2006-11,Sakda,3
9382,Cadmium,2006-11,Somchair,1
9383,Cadmium,2006-12,Boonsri,6
9384,Cadmium,2006-12,Busarakhan,1
9385,Cadmium,2006-12,Chai,6
9386,Cadmium,2006-12,Kannika,3
9387,Cadmium,2006-12,Kohsoom,1
9388,Cadmium,2006-12,Sakda,3
9389,Cadmium,2006-12,Somchair,1
9390,Cadmium,2007-01,Boonsri,6
9391,Cadmium,2007-01,Busarakhan,1
9392,Cadmium,2007-01,Chai,6
9393,Cadmium,2007-01,Kannika,3
9394,Cadmium,2007-01,Kohsoom,1
9395,Cadmium,2007-01,Sakda,3
9396,Cadmium,2007-01,Somchair,1
9397,Cadmium,2007-02,Boonsri,4
9398,Cadmium,2007-02,Busarakhan,1
9399,Cadmium,2007-02,Chai,6
9400,Cadmium,2007-02,Kannika,3
9401,Cadmium,2007-02,Kohsoom,1
9402,Cadmium,2007-02,Sakda,3
