id,chemical,date,year,value
1546,Biochemical Oxygen,2014-12,2014,1.9477777777777774
1547,Biochemical Oxygen,2015-01,2015,2.833333333333334
1548,Biochemical Oxygen,2015-02,2015,2.3425000000000002
1549,Biochemical Oxygen,2015-03,2015,3.156153846153845
1550,Biochemical Oxygen,2015-04,2015,2.1870833333333333
1551,Biochemical Oxygen,2015-05,2015,1.8596153846153844
1552,Biochemical Oxygen,2015-06,2015,2.3311538461538466
1553,Biochemical Oxygen,2015-07,2015,2.092708333333333
1554,Biochemical Oxygen,2015-08,2015,2.2919354838709682
1555,Biochemical Oxygen,2015-09,2015,1.4154166666666665
1556,Biochemical Oxygen,2015-10,2015,1.5259259259259264
1557,Biochemical Oxygen,2015-11,2015,1.7796666666666663
1558,Biochemical Oxygen,2015-12,2015,2.2992307692307694
1559,Biochemical Oxygen,2016-01,2016,1.9521739130434788
1560,Biochemical Oxygen,2016-02,2016,4.83037037037037
1561,Biochemical Oxygen,2016-03,2016,1.9575000000000002
1562,Biochemical Oxygen,2016-04,2016,1.9787499999999998
1563,Biochemical Oxygen,2016-05,2016,1.84
1564,Biochemical Oxygen,2016-06,2016,2.358333333333333
1565,Biochemical Oxygen,2016-07,2016,1.8670588235294117
1566,Biochemical Oxygen,2016-08,2016,2.984827586206896
1567,Biochemical Oxygen,2016-09,2016,1.402
1568,Biochemical Oxygen,2016-10,2016,1.5512499999999996
1569,Biochemical Oxygen,2016-11,2016,1.7195238095238095
1570,Biochemical Oxygen,2016-12,2016,2.104583333333334
1571,Boron,2012-08,2012,35.5
1572,Boron,2012-10,2012,35.5
1573,Cadmium,1998-01,1998,0.0
1574,Cadmium,1998-02,1998,0.0
1575,Cadmium,1998-03,1998,0.0
1576,Cadmium,1998-04,1998,0.8718181818181816
1577,Cadmium,1998-05,1998,0.0
1578,Cadmium,1998-06,1998,4.908181818181817
1579,Cadmium,1998-07,1998,0.0
1580,Cadmium,1998-08,1998,0.8114285714285714
1581,Cadmium,1998-09,1998,0.0
1582,Cadmium,1998-10,1998,0.4385714285714286
1583,Cadmium,1998-11,1998,0.49714285714285716
1584,Cadmium,1998-12,1998,0.3907142857142857
1585,Cadmium,1999-01,1999,1.8453846153846156
1586,Cadmium,1999-02,1999,6.5633333333333335
1587,Cadmium,1999-03,1999,2.3600000000000003
1588,Cadmium,1999-04,1999,0.13399999999999998
1589,Cadmium,1999-05,1999,3.683333333333334
1590,Cadmium,1999-06,1999,4.179333333333333
1591,Cadmium,1999-07,1999,2.2286363636363635
1592,Cadmium,1999-08,1999,1.4284999999999999
1593,Cadmium,1999-09,1999,1.1921428571428572
1594,Cadmium,1999-10,1999,1.2321428571428574
1595,Cadmium,1999-11,1999,3.268571428571428
1596,Cadmium,1999-12,1999,5.296153846153846
1597,Cadmium,2000-01,2000,0.6592857142857145
1598,Cadmium,2000-02,2000,1.4740000000000002
1599,Cadmium,2000-03,2000,0.8520000000000001
1600,Cadmium,2000-04,2000,1.6013333333333333
1601,Cadmium,2000-05,2000,1.78
1602,Cadmium,2000-06,2000,1.4946666666666666
1603,Cadmium,2000-07,2000,1.1704761904761907
1604,Cadmium,2000-08,2000,3.8009523809523804
1605,Cadmium,2000-09,2000,0.8466666666666666
1606,Cadmium,2000-10,2000,3.424666666666666
1607,Cadmium,2000-11,2000,0.8400000000000001
1608,Cadmium,2000-12,2000,1.1426666666666667
1609,Cadmium,2001-01,2001,3.584166666666667
1610,Cadmium,2001-02,2001,3.481666666666667
1611,Cadmium,2001-03,2001,3.2625000000000006
1612,Cadmium,2001-05,2001,11.701999999999998
1613,Cadmium,2001-06,2001,3.872
1614,Cadmium,2001-07,2001,4.967333333333333
1615,Cadmium,2001-08,2001,1.1406666666666667
1616,Cadmium,2001-09,2001,0.6330769230769231
1617,Cadmium,2001-10,2001,1.5924999999999998
1618,Cadmium,2001-11,2001,2.0455555555555556
1619,Cadmium,2001-12,2001,1.006
1620,Cadmium,2002-02,2002,0.3166666666666667
1621,Cadmium,2002-03,2002,1.505
1622,Cadmium,2002-04,2002,1.0605555555555557
1623,Cadmium,2002-05,2002,1.5007692307692306
1624,Cadmium,2002-06,2002,1.516111111111111
1625,Cadmium,2002-08,2002,0.58
1626,Cadmium,2002-09,2002,0.7709523809523808
1627,Cadmium,2002-10,2002,0.5297297297297298
1628,Cadmium,2002-11,2002,1.1876923076923078
1629,Cadmium,2002-12,2002,0.3455555555555556
1630,Cadmium,2003-01,2003,2.270777777777778
1631,Cadmium,2003-02,2003,1.473333333333333
1632,Cadmium,2003-03,2003,3.7733333333333334
1633,Cadmium,2003-04,2003,2.233888888888889
1634,Cadmium,2003-05,2003,2.813333333333334
1635,Cadmium,2003-06,2003,1.521047619047619
1636,Cadmium,2003-07,2003,1.7626666666666664
1637,Cadmium,2003-08,2003,0.89
1638,Cadmium,2003-09,2003,1.6016666666666668
1639,Cadmium,2003-10,2003,0.64545
1640,Cadmium,2003-11,2003,1.3521904761904764
1641,Cadmium,2003-12,2003,0.23899999999999996
1642,Cadmium,2004-01,2004,0.6219166666666666
1643,Cadmium,2004-02,2004,1.1975238095238097
1644,Cadmium,2004-03,2004,0.7238000000000002
1645,Cadmium,2004-04,2004,2.2472857142857148
1646,Cadmium,2004-05,2004,0.7411904761904763
1647,Cadmium,2004-06,2004,1.8282
1648,Cadmium,2004-07,2004,1.2175714285714285
1649,Cadmium,2004-08,2004,0.9880476190476192
1650,Cadmium,2004-09,2004,1.206904761904762
1651,Cadmium,2004-10,2004,1.2437142857142856
1652,Cadmium,2004-11,2004,1.0312857142857144
1653,Cadmium,2004-12,2004,0.41705263157894734
1654,Cadmium,2005-01,2005,1.2434761904761902
1655,Cadmium,2005-02,2005,0.7030000000000002
1656,Cadmium,2005-03,2005,0.5919523809523809
1657,Cadmium,2005-04,2005,3.5393809999999997
1658,Cadmium,2005-05,2005,2.5033332777777773
1659,Cadmium,2005-06,2005,1.8285238095238092
1660,Cadmium,2005-07,2005,4.757857047619047
1661,Cadmium,2005-08,2005,0.8808095238095238
1662,Cadmium,2005-09,2005,0.6461428571428572
1663,Cadmium,2005-10,2005,5.7043808095238075
1664,Cadmium,2005-11,2005,1.612466666666667
1665,Cadmium,2005-12,2005,2.9174285714285717
1666,Cadmium,2006-01,2006,2.4709523809523812
1667,Cadmium,2006-04,2006,1.1409523809523807
1668,Cadmium,2006-05,2006,4.9484666666666675
1669,Cadmium,2006-06,2006,0.8653809523809523
1670,Cadmium,2006-07,2006,0.2154761904761905
1671,Cadmium,2006-08,2006,0.5936190476190477
1672,Cadmium,2006-09,2006,0.2579523809523809
1673,Cadmium,2006-10,2006,0.48211111111111105
1674,Cadmium,2006-11,2006,0.44100000000000006
1675,Cadmium,2006-12,2006,0.19876190476190478
1676,Cadmium,2007-01,2007,0.6386666666666667
1677,Cadmium,2007-02,2007,0.7601578947368421
1678,Cadmium,2007-03,2007,0.4781428571428573
1679,Cadmium,2007-04,2007,3.6044736842105256
1680,Cadmium,2007-05,2007,9.579600000000003
1681,Cadmium,2007-06,2007,0.3575714285714285
1682,Cadmium,2007-07,2007,1.5676190476190477
1683,Cadmium,2007-08,2007,0.06994444444444445
1684,Cadmium,2007-09,2007,0.4313888888888888
1685,Cadmium,2007-10,2007,0.39075000000000004
1686,Cadmium,2007-11,2007,1.0507058823529412
1687,Cadmium,2007-12,2007,0.1631111111111111
1688,Cadmium,2008-01,2008,0.1091111111111111
1689,Cadmium,2008-02,2008,0.05425000000000001
1690,Cadmium,2008-04,2008,0.10088888888888889
1691,Cadmium,2008-05,2008,0.22199999999999998
1692,Cadmium,2008-06,2008,1.248
1693,Cadmium,2008-09,2008,2.3663636363636367
1694,Cadmium,2008-10,2008,1.3945454545454545
1695,Cadmium,2008-11,2008,1.4963636363636363
1696,Cadmium,2008-12,2008,1.1700000000000002
1697,Cadmium,2009-01,2009,0.3
1698,Cadmium,2009-02,2009,0.3
1699,Cadmium,2009-03,2009,0.3
1700,Cadmium,2009-04,2009,4.891666666666667
1701,Cadmium,2009-05,2009,1.5363636363636366
1702,Cadmium,2009-06,2009,1.2108333333333332
1703,Cadmium,2009-07,2009,1.0233333333333332
1704,Cadmium,2009-08,2009,0.9272727272727272
1705,Cadmium,2009-09,2009,0.6945454545454546
1706,Cadmium,2009-10,2009,0.45249999999999996
1707,Cadmium,2009-11,2009,0.22083333333333333
1708,Cadmium,2009-12,2009,0.2845454545454545
1709,Cadmium,2010-01,2010,0.49957142857142856
1710,Cadmium,2010-02,2010,0.16046153846153846
1711,Cadmium,2010-03,2010,0.2290714285714286
1712,Cadmium,2010-04,2010,0.4017058823529412
1713,Cadmium,2010-05,2010,0.4434375
1714,Cadmium,2010-06,2010,0.39829411764705885
1715,Cadmium,2010-07,2010,0.24344444444444444
1716,Cadmium,2010-08,2010,1.2097176470588236
1717,Cadmium,2010-09,2010,0.9998473684210526
1718,Cadmium,2010-10,2010,0.5300263157894737
1719,Cadmium,2010-11,2010,0.554625
1720,Cadmium,2010-12,2010,0.6827571428571428
1721,Cadmium,2011-01,2011,1.2759411764705884
1722,Cadmium,2011-02,2011,0.7296666666666667
1723,Cadmium,2011-03,2011,0.6511588235294118
1724,Cadmium,2011-04,2011,0.26742499999999997
1725,Cadmium,2011-05,2011,0.47612499999999996
1726,Cadmium,2011-06,2011,0.33629444444444445
1727,Cadmium,2011-07,2011,0.16687857142857143
1728,Cadmium,2011-08,2011,0.19599999999999998
1729,Cadmium,2011-09,2011,0.11352941176470589
1730,Cadmium,2011-10,2011,0.13553846153846155
1731,Cadmium,2011-11,2011,0.19166666666666665
1732,Cadmium,2011-12,2011,0.11375
1733,Cadmium,2012-01,2012,0.06692307692307693
1734,Cadmium,2012-02,2012,0.07721052631578948
1735,Cadmium,2012-03,2012,0.24431666666666665
1736,Cadmium,2012-04,2012,1.5558333333333334
1737,Cadmium,2012-05,2012,0.6
1738,Cadmium,2012-06,2012,0.41755555555555557
1739,Cadmium,2012-07,2012,0.21096666666666666
1740,Cadmium,2012-08,2012,0.23299999999999998
1741,Cadmium,2012-09,2012,0.1182
1742,Cadmium,2012-10,2012,0.36999999999999994
1743,Cadmium,2012-11,2012,0.041666666666666664
1744,Cadmium,2012-12,2012,0.205
1745,Cadmium,2013-01,2013,0.049999999999999996
1746,Cadmium,2013-02,2013,0.14833333333333334
1747,Cadmium,2013-03,2013,0.12166666666666666
1748,Cadmium,2013-04,2013,0.09500000000000001
1749,Cadmium,2013-05,2013,0.03833333333333334
1750,Cadmium,2013-06,2013,0.06166666666666667
1751,Cadmium,2013-07,2013,0.034999999999999996
1752,Cadmium,2013-08,2013,0.0
1753,Cadmium,2013-09,2013,0.046
1754,Cadmium,2013-10,2013,0.16288750000000002
1755,Cadmium,2013-11,2013,0.1285
1756,Cadmium,2013-12,2013,0.21116666666666664
1757,Cadmium,2014-01,2014,0.19357142857142856
1758,Cadmium,2014-02,2014,0.0
1759,Cadmium,2014-03,2014,0.0
1760,Cadmium,2014-04,2014,0.046
1761,Cadmium,2014-05,2014,0.0
1762,Cadmium,2014-06,2014,0.0
1763,Cadmium,2014-07,2014,0.03
1764,Cadmium,2014-08,2014,0.07
1765,Cadmium,2014-09,2014,0.021500000000000002
1766,Cadmium,2014-10,2014,0.026562500000000003
1767,Cadmium,2014-11,2014,0.01375
1768,Cadmium,2014-12,2014,0.016923076923076923
1769,Cadmium,2015-01,2015,0.0
1770,Cadmium,2015-02,2015,0.0675
1771,Cadmium,2015-03,2015,0.08571428571428572
1772,Cadmium,2015-04,2015,0.0
1773,Cadmium,2015-05,2015,0.03428571428571429
1774,Cadmium,2015-06,2015,0.0
1775,Cadmium,2015-07,2015,0.0
1776,Cadmium,2015-08,2015,0.02
1777,Cadmium,2015-09,2015,0.10714285714285714
1778,Cadmium,2015-10,2015,0.027142857142857142
1779,Cadmium,2015-11,2015,0.0
1780,Cadmium,2015-12,2015,0.0
1781,Cadmium,2016-01,2016,0.1542857142857143
1782,Cadmium,2016-02,2016,0.2631583333333333
1783,Cadmium,2016-03,2016,0.41533636363636367
1784,Cadmium,2016-04,2016,0.13544545454545454
1785,Cadmium,2016-05,2016,0.13463636363636364
1786,Cadmium,2016-06,2016,0.15109999999999998
1787,Cadmium,2016-07,2016,0.12850909090909093
1788,Cadmium,2016-08,2016,0.018333333333333333
1789,Cadmium,2016-09,2016,0.114
1790,Cadmium,2016-10,2016,0.20191666666666666
1791,Cadmium,2016-11,2016,0.14106363636363636
1792,Cadmium,2016-12,2016,0.24363636363636362
1793,Calcium,1998-01,1998,59.15571428571429
1794,Calcium,1998-02,1998,57.237142857142864
1795,Calcium,1998-03,1998,60.47428571428572
1796,Calcium,1998-04,1998,55.72727272727273
1797,Calcium,1998-05,1998,56.553749999999994
1798,Calcium,1998-06,1998,57.27272727272727
1799,Calcium,1998-07,1998,54.640000000000015
1800,Calcium,1998-08,1998,52.36363636363637
1801,Calcium,1998-09,1998,48.41375
1802,Calcium,1998-10,1998,59.32857142857143
1803,Calcium,1998-11,1998,59.83499999999999
1804,Calcium,1998-12,1998,59.32857142857143
1805,Calcium,1999-01,1999,63.187999999999995
1806,Calcium,1999-02,1999,68.40733333333333
1807,Calcium,1999-03,1999,62.09799999999999
1808,Calcium,1999-04,1999,58.4
1809,Calcium,1999-05,1999,55.300000000000004
1810,Calcium,1999-06,1999,49.13333333333333
1811,Calcium,1999-07,1999,61.19375
1812,Calcium,1999-08,1999,56.357142857142854
1813,Calcium,1999-09,1999,65.57857142857144
1814,Calcium,1999-10,1999,57.5
1815,Calcium,1999-11,1999,65.95
1816,Calcium,1999-12,1999,69.94285714285714
1817,Calcium,2000-01,2000,61.978571428571435
1818,Calcium,2000-02,2000,72.22000000000001
1819,Calcium,2000-03,2000,70.63333333333334
1820,Calcium,2000-04,2000,62.35333333333333
1821,Calcium,2000-05,2000,54.526666666666664
1822,Calcium,2000-06,2000,59.260000000000005
1823,Calcium,2000-07,2000,52.91333333333334
1824,Calcium,2000-08,2000,52.53333333333333
1825,Calcium,2000-09,2000,55.13333333333333
1826,Calcium,2000-10,2000,57.080000000000005
1827,Calcium,2000-11,2000,64.69333333333333
1828,Calcium,2000-12,2000,59.453333333333326
1829,Calcium,2001-01,2001,62.98666666666667
1830,Calcium,2001-02,2001,71.7
1831,Calcium,2001-03,2001,59.266666666666666
1832,Calcium,2001-04,2001,60.46666666666667
1833,Calcium,2001-05,2001,61.05999999999999
1834,Calcium,2001-06,2001,55.93333333333333
1835,Calcium,2001-07,2001,59.41999999999999
1836,Calcium,2001-08,2001,52.8
1837,Calcium,2001-09,2001,60.346666666666664
1838,Calcium,2001-10,2001,62.725
1839,Calcium,2001-11,2001,62.41818181818181
1840,Calcium,2001-12,2001,66.58
1841,Calcium,2002-01,2002,77.57777777777777
1842,Calcium,2002-02,2002,57.825
1843,Calcium,2002-03,2002,60.32555555555555
1844,Calcium,2002-04,2002,52.43333333333332
1845,Calcium,2002-05,2002,53.56190476190477
1846,Calcium,2002-06,2002,52.595238095238095
1847,Calcium,2002-07,2002,45.8952380952381
1848,Calcium,2002-08,2002,45.85857142857144
1849,Calcium,2002-09,2002,47.260833333333345
1850,Calcium,2002-10,2002,53.516363636363636
1851,Calcium,2002-11,2002,51.84375
1852,Calcium,2002-12,2002,55.31904761904762
1853,Calcium,2003-01,2003,56.70000000000001
1854,Calcium,2003-02,2003,56.10555555555557
1855,Calcium,2003-03,2003,57.36190476190476
1856,Calcium,2003-04,2003,54.51619047619048
1857,Calcium,2003-05,2003,56.673333333333325
1858,Calcium,2003-06,2003,46.75999999999999
1859,Calcium,2003-07,2003,48.38333333333333
1860,Calcium,2003-08,2003,54.66733333333333
1861,Calcium,2003-09,2003,55.480000000000004
1862,Calcium,2003-10,2003,51.823333333333345
1863,Calcium,2003-11,2003,59.233333333333334
1864,Calcium,2003-12,2003,53.82714285714285
1865,Calcium,2004-01,2004,60.73769230769232
1866,Calcium,2004-02,2004,49.30117647058824
1867,Calcium,2004-03,2004,52.19142857142856
1868,Calcium,2004-04,2004,51.486666666666665
1869,Calcium,2004-05,2004,43.38666666666666
1870,Calcium,2004-06,2004,50.076111111111096
1871,Calcium,2004-07,2004,41.53529411764705
1872,Calcium,2004-08,2004,40.040555555555564
1873,Calcium,2004-09,2004,43.24388888888888
1874,Calcium,2004-10,2004,49.656111111111116
1875,Calcium,2004-11,2004,54.221000000000004
1876,Calcium,2004-12,2004,46.295624999999994
1877,Calcium,2005-01,2005,51.80333372222222
1878,Calcium,2005-02,2005,58.08222188888889
1879,Calcium,2005-03,2005,56.65833216666667
1880,Calcium,2005-04,2005,56.050556
1881,Calcium,2005-05,2005,52.7333336111111
1882,Calcium,2005-06,2005,49.637222055555554
1883,Calcium,2005-07,2005,42.96388894444445
1884,Calcium,2005-08,2005,42.693333333333335
1885,Calcium,2005-09,2005,47.96722194444445
1886,Calcium,2005-10,2005,56.90833344444445
1887,Calcium,2005-11,2005,49.08444494444445
1888,Calcium,2005-12,2005,55.80444411111112
1889,Calcium,2006-01,2006,57.17277777777778
1890,Calcium,2006-02,2006,60.87722222222222
1891,Calcium,2006-03,2006,50.23333333333333
1892,Calcium,2006-04,2006,53.18555555555556
1893,Calcium,2006-05,2006,55.6022222222222
1894,Calcium,2006-06,2006,52.988888888888894
1895,Calcium,2006-07,2006,54.02411764705882
1896,Calcium,2006-08,2006,50.37222222222223
1897,Calcium,2006-09,2006,56.277777777777786
1898,Calcium,2006-10,2006,57.0575
1899,Calcium,2006-11,2006,63.23333333333335
1900,Calcium,2006-12,2006,57.76666666666668
1901,Calcium,2007-01,2007,60.241666666666674
1902,Calcium,2007-02,2007,59.27875
1903,Calcium,2007-03,2007,54.41555555555557
1904,Calcium,2007-04,2007,45.45187500000001
1905,Calcium,2007-05,2007,50.70611111111112
1906,Calcium,2007-06,2007,52.74
1907,Calcium,2007-07,2007,49.39222222222222
1908,Calcium,2007-08,2007,49.434000000000005
1909,Calcium,2007-09,2007,53.83799999999999
1910,Calcium,2007-10,2007,54.088461538461544
1911,Calcium,2007-11,2007,59.48062500000001
1912,Calcium,2007-12,2007,60.34866666666667
1913,Calcium,2008-01,2008,60.317857142857136
1914,Calcium,2008-02,2008,55.48769230769232
1915,Calcium,2008-03,2008,51.126000000000005
1916,Calcium,2008-04,2008,54.888888888888886
1917,Calcium,2008-05,2008,52.06550000000001
1918,Calcium,2008-06,2008,47.46333333333333
1919,Calcium,2008-07,2008,51.92666666666667
1920,Calcium,2008-08,2008,49.93083333333333
1921,Calcium,2008-09,2008,54.720000000000006
1922,Calcium,2008-10,2008,53.567499999999995
1923,Calcium,2008-11,2008,55.97444444444445
1924,Calcium,2008-12,2008,59.07857142857143
1925,Calcium,2009-01,2009,57.963888888888896
1926,Calcium,2009-02,2009,52.49315789473684
1927,Calcium,2009-03,2009,51.807500000000005
1928,Calcium,2009-04,2009,52.063
1929,Calcium,2009-05,2009,55.43894736842106
1930,Calcium,2009-06,2009,51.10157894736841
1931,Calcium,2009-07,2009,51.17105263157895
1932,Calcium,2009-08,2009,47.501250000000006
1933,Calcium,2009-09,2009,47.572857142857146
1934,Calcium,2009-10,2009,49.772000000000006
1935,Calcium,2009-11,2009,47.22875
1936,Calcium,2009-12,2009,50.035624999999996
1937,Calcium,2010-01,2010,56.098749999999995
1938,Calcium,2010-02,2010,61.14117647058824
1939,Calcium,2010-03,2010,53.71117647058825
1940,Calcium,2010-04,2010,57.55470588235295
1941,Calcium,2010-05,2010,53.22529411764704
1942,Calcium,2010-06,2010,53.22764705882352
1943,Calcium,2010-07,2010,49.038823529411765
1944,Calcium,2010-08,2010,48.84941176470587
1945,Calcium,2010-09,2010,53.885882352941174
1946,Calcium,2010-10,2010,52.8235294117647
1947,Calcium,2010-11,2010,53.287647058823524
1948,Calcium,2010-12,2010,56.64533333333333
1949,Calcium,2011-01,2011,51.83411764705882
1950,Calcium,2011-02,2011,31.605555555555554
1951,Calcium,2011-03,2011,30.265555555555554
1952,Calcium,2011-04,2011,39.38428571428572
1953,Calcium,2011-05,2011,30.895000000000003
1954,Calcium,2011-06,2011,52.92
1955,Calcium,2011-07,2011,48.27333333333334
1956,Calcium,2011-08,2011,49.65684210526315
1957,Calcium,2011-09,2011,51.580588235294115
1958,Calcium,2011-10,2011,53.98153846153845
1959,Calcium,2011-11,2011,51.87473684210525
1960,Calcium,2011-12,2011,52.48058823529413
1961,Calcium,2012-01,2012,52.67076923076923
1962,Calcium,2012-02,2012,61.286666666666676
1963,Calcium,2012-03,2012,51.13529411764705
1964,Calcium,2012-04,2012,50.910071428571435
1965,Calcium,2012-05,2012,52.12642857142857
1966,Calcium,2012-06,2012,54.51333333333332
1967,Calcium,2012-07,2012,55.96263157894737
1968,Calcium,2012-08,2012,58.597272727272724
1969,Calcium,2012-09,2012,49.63600000000001
1970,Calcium,2012-10,2012,52.239411764705885
1971,Calcium,2012-11,2012,53.06882352941176
1972,Calcium,2012-12,2012,50.34666666666667
1973,Calcium,2013-01,2013,54.9570588235294
1974,Calcium,2013-02,2013,58.73805555555555
1975,Calcium,2013-03,2013,55.95882352941176
1976,Calcium,2013-04,2013,55.23111111111112
1977,Calcium,2013-05,2013,55.692142857142855
1978,Calcium,2013-06,2013,59.24470588235294
1979,Calcium,2013-07,2013,57.05222222222223
1980,Calcium,2013-08,2013,52.20529411764706
1981,Calcium,2013-09,2013,53.66444444444445
1982,Calcium,2013-10,2013,56.479411764705866
1983,Calcium,2013-11,2013,59.04933333333333
1984,Calcium,2013-12,2013,56.60941176470588
1985,Calcium,2014-01,2014,62.53764705882354
1986,Calcium,2014-02,2014,51.23499999999999
1987,Calcium,2014-03,2014,59.634347826086945
1988,Calcium,2014-04,2014,54.73600000000001
1989,Calcium,2014-05,2014,53.28470588235294
1990,Calcium,2014-06,2014,51.798571428571414
1991,Calcium,2014-07,2014,43.66947368421054
1992,Calcium,2014-08,2014,42.857368421052634
1993,Calcium,2014-09,2014,44.738076923076925
1994,Calcium,2014-10,2014,49.58347826086956
1995,Calcium,2014-11,2014,53.01538461538462
1996,Calcium,2014-12,2014,58.748749999999994
1997,Calcium,2015-01,2015,61.396111111111104
1998,Calcium,2015-02,2015,58.861111111111114
1999,Calcium,2015-03,2015,56.19888888888889
2000,Calcium,2015-04,2015,49.842499999999994
2001,Calcium,2015-05,2015,50.359444444444435
2002,Calcium,2015-06,2015,51.94944444444445
2003,Calcium,2015-07,2015,50.6961111111111
2004,Calcium,2015-08,2015,49.276722222222226
2005,Calcium,2015-09,2015,44.66227272727273
2006,Calcium,2015-10,2015,54.49764705882353
2007,Calcium,2015-11,2015,58.374375
2008,Calcium,2015-12,2015,59.840999999999994
2009,Calcium,2016-01,2016,57.28176470588236
2010,Calcium,2016-02,2016,62.10544444444445
2011,Calcium,2016-03,2016,56.004705882352944
2012,Calcium,2016-04,2016,54.72844444444444
2013,Calcium,2016-05,2016,53.00116666666667
2014,Calcium,2016-06,2016,52.90783333333333
2015,Calcium,2016-07,2016,50.81905555555555
2016,Calcium,2016-08,2016,48.21538888888888
2017,Calcium,2016-09,2016,52.26711764705882
2018,Calcium,2016-10,2016,53.42877777777778
2019,Calcium,2016-11,2016,51.6938125
2020,Calcium,2016-12,2016,59.7676111111111
2021,Carbonates,2005-05,2005,41.40000166666667
2022,Carbonates,2005-06,2005,47.400002
2023,Carbonates,2005-07,2005,23.4
2024,Carbonates,2007-02,2007,28.2
2025,Carbonates,2007-06,2007,18.55
2026,Carbonates,2007-09,2007,11.4
2027,Carbonates,2007-11,2007,6.0
2028,Carbonates,2007-12,2007,10.040000000000001
2029,Carbonates,2008-03,2008,6.12
2030,Carbonates,2008-05,2008,13.99
2031,Carbonates,2008-07,2008,18.6
2032,Carbonates,2008-08,2008,12.06
2033,Carbonates,2008-10,2008,12.24
2034,Carbonates,2015-12,2015,140.3
2035,Cesium,1998-01,1998,0.0
2036,Cesium,1998-02,1998,0.0
2037,Cesium,1998-03,1998,0.0
2038,Cesium,1998-04,1998,0.0
2039,Cesium,1998-05,1998,0.0
2040,Cesium,1998-06,1998,0.0
2041,Cesium,1998-07,1998,0.0
2042,Cesium,1998-08,1998,0.0
2043,Cesium,1998-09,1998,0.0
2044,Cesium,1998-10,1998,0.07142857142857142
2045,Cesium,1998-11,1998,0.0
2046,Cesium,1998-12,1998,0.0
2047,Chemical Oxygen Demand (Cr),1998-01,1998,10.1
2048,Chemical Oxygen Demand (Cr),1998-02,1998,10.528571428571428
2049,Chemical Oxygen Demand (Cr),1998-03,1998,10.814285714285715
2050,Chemical Oxygen Demand (Cr),1998-04,1998,8.927272727272728
2051,Chemical Oxygen Demand (Cr),1998-05,1998,11.700000000000001
2052,Chemical Oxygen Demand (Cr),1998-06,1998,8.79090909090909
2053,Chemical Oxygen Demand (Cr),1998-07,1998,8.525
2054,Chemical Oxygen Demand (Cr),1998-08,1998,6.663636363636363
2055,Chemical Oxygen Demand (Cr),1998-09,1998,8.76875
2056,Chemical Oxygen Demand (Cr),1998-10,1998,7.885714285714285
2057,Chemical Oxygen Demand (Cr),1998-11,1998,14.1
2058,Chemical Oxygen Demand (Cr),1998-12,1998,3.684615384615385
2059,Chemical Oxygen Demand (Cr),1999-01,1999,17.740000000000002
2060,Chemical Oxygen Demand (Cr),1999-02,1999,19.755
2061,Chemical Oxygen Demand (Cr),1999-03,1999,17.69333333333333
2062,Chemical Oxygen Demand (Cr),1999-05,1999,19.333333333333332
2063,Chemical Oxygen Demand (Cr),1999-07,1999,19.04375
2064,Chemical Oxygen Demand (Cr),1999-08,1999,16.621428571428574
2065,Chemical Oxygen Demand (Cr),1999-09,1999,18.592857142857145
2066,Chemical Oxygen Demand (Cr),1999-10,1999,15.664285714285713
2067,Chemical Oxygen Demand (Cr),1999-11,1999,27.735714285714288
2068,Chemical Oxygen Demand (Cr),1999-12,1999,28.142857142857142
2069,Chemical Oxygen Demand (Cr),2000-01,2000,32.43571428571429
2070,Chemical Oxygen Demand (Cr),2000-02,2000,31.71333333333333
2071,Chemical Oxygen Demand (Cr),2000-03,2000,30.513333333333332
2072,Chemical Oxygen Demand (Cr),2000-04,2000,11.853333333333333
2073,Chemical Oxygen Demand (Cr),2000-05,2000,20.71333333333333
2074,Chemical Oxygen Demand (Cr),2000-06,2000,14.753333333333332
2075,Chemical Oxygen Demand (Cr),2000-07,2000,22.446666666666665
2076,Chemical Oxygen Demand (Cr),2000-08,2000,14.02
2077,Chemical Oxygen Demand (Cr),2000-09,2000,20.48
2078,Chemical Oxygen Demand (Cr),2000-10,2000,12.640000000000002
2079,Chemical Oxygen Demand (Cr),2000-11,2000,15.7
2080,Chemical Oxygen Demand (Cr),2000-12,2000,24.380000000000003
2081,Chemical Oxygen Demand (Cr),2001-01,2001,17.513333333333332
2082,Chemical Oxygen Demand (Cr),2001-02,2001,16.34166666666667
2083,Chemical Oxygen Demand (Cr),2001-03,2001,17.8
2084,Chemical Oxygen Demand (Cr),2001-04,2001,10.773333333333333
2085,Chemical Oxygen Demand (Cr),2001-05,2001,17.546666666666667
2086,Chemical Oxygen Demand (Cr),2001-06,2001,17.746666666666666
2087,Chemical Oxygen Demand (Cr),2001-07,2001,18.966666666666665
2088,Chemical Oxygen Demand (Cr),2001-08,2001,15.273333333333332
2089,Chemical Oxygen Demand (Cr),2001-09,2001,21.026666666666664
2090,Chemical Oxygen Demand (Cr),2001-11,2001,19.363636363636363
2091,Chemical Oxygen Demand (Cr),2001-12,2001,16.166666666666668
2092,Chemical Oxygen Demand (Cr),2002-02,2002,25.454545454545453
2093,Chemical Oxygen Demand (Cr),2002-03,2002,23.466666666666665
2094,Chemical Oxygen Demand (Cr),2002-04,2002,25.346666666666668
2095,Chemical Oxygen Demand (Cr),2002-05,2002,26.593333333333337
