id,chemical,year,location,value
14844,Chemical Oxygen Demand (Mn),2013-12,Busarakhan,4.08
14845,Chemical Oxygen Demand (Mn),2013-12,Chai,3.823333333333333
14846,Chemical Oxygen Demand (Mn),2013-12,Decha,5.3
14847,Chemical Oxygen Demand (Mn),2013-12,Kannika,3.2399999999999998
14848,Chemical Oxygen Demand (Mn),2013-12,Kohsoom,5.63
14849,Chemical Oxygen Demand (Mn),2013-12,Sakda,4.760000000000001
14850,Chemical Oxygen Demand (Mn),2013-12,Somchair,4.24
14851,Chemical Oxygen Demand (Mn),2013-12,Tansanee,3.25
14852,Chemical Oxygen Demand (Mn),2014-01,Achara,3.1
14853,Chemical Oxygen Demand (Mn),2014-01,Boonsri,3.97
14854,Chemical Oxygen Demand (Mn),2014-01,Busarakhan,5.58
14855,Chemical Oxygen Demand (Mn),2014-01,Chai,4.073333333333333
14856,Chemical Oxygen Demand (Mn),2014-01,Decha,3.7
14857,Chemical Oxygen Demand (Mn),2014-01,Kannika,2.3299999999999996
14858,Chemical Oxygen Demand (Mn),2014-01,Kohsoom,6.08
14859,Chemical Oxygen Demand (Mn),2014-01,Sakda,3.16
14860,Chemical Oxygen Demand (Mn),2014-01,Somchair,4.07
14861,Chemical Oxygen Demand (Mn),2014-01,Tansanee,3.5
14862,Chemical Oxygen Demand (Mn),2014-02,Boonsri,2.0100000000000002
14863,Chemical Oxygen Demand (Mn),2014-02,Decha,3.8
14864,Chemical Oxygen Demand (Mn),2014-02,Kohsoom,4.84
14865,Chemical Oxygen Demand (Mn),2014-03,Boonsri,2.8699999999999997
14866,Chemical Oxygen Demand (Mn),2014-03,Busarakhan,3.14
14867,Chemical Oxygen Demand (Mn),2014-03,Chai,3.208333333333334
14868,Chemical Oxygen Demand (Mn),2014-03,Decha,10.3
14869,Chemical Oxygen Demand (Mn),2014-03,Kannika,3.3766666666666665
14870,Chemical Oxygen Demand (Mn),2014-03,Kohsoom,6.91
14871,Chemical Oxygen Demand (Mn),2014-03,Sakda,5.206666666666667
14872,Chemical Oxygen Demand (Mn),2014-03,Somchair,8.445
14873,Chemical Oxygen Demand (Mn),2014-03,Tansanee,9.37
14874,Chemical Oxygen Demand (Mn),2014-04,Achara,2.2
14875,Chemical Oxygen Demand (Mn),2014-04,Boonsri,2.953333333333333
14876,Chemical Oxygen Demand (Mn),2014-04,Decha,8.8
14877,Chemical Oxygen Demand (Mn),2014-04,Kannika,3.1300000000000003
14878,Chemical Oxygen Demand (Mn),2014-04,Kohsoom,5.18
14879,Chemical Oxygen Demand (Mn),2014-04,Sakda,5.27
14880,Chemical Oxygen Demand (Mn),2014-05,Achara,2.8
14881,Chemical Oxygen Demand (Mn),2014-05,Boonsri,2.94
14882,Chemical Oxygen Demand (Mn),2014-05,Busarakhan,5.53
14883,Chemical Oxygen Demand (Mn),2014-05,Chai,3.6566666666666663
14884,Chemical Oxygen Demand (Mn),2014-05,Decha,3.0
14885,Chemical Oxygen Demand (Mn),2014-05,Kannika,2.463333333333333
14886,Chemical Oxygen Demand (Mn),2014-05,Kohsoom,6.84
14887,Chemical Oxygen Demand (Mn),2014-05,Sakda,3.3033333333333332
14888,Chemical Oxygen Demand (Mn),2014-05,Somchair,4.95
14889,Chemical Oxygen Demand (Mn),2014-05,Tansanee,6.22
14890,Chemical Oxygen Demand (Mn),2014-06,Achara,3.5
14891,Chemical Oxygen Demand (Mn),2014-06,Boonsri,2.998333333333333
14892,Chemical Oxygen Demand (Mn),2014-06,Busarakhan,7.4
14893,Chemical Oxygen Demand (Mn),2014-06,Chai,3.293333333333333
14894,Chemical Oxygen Demand (Mn),2014-06,Decha,3.4
14895,Chemical Oxygen Demand (Mn),2014-06,Kannika,4.786666666666666
14896,Chemical Oxygen Demand (Mn),2014-06,Kohsoom,8.83
14897,Chemical Oxygen Demand (Mn),2014-06,Sakda,3.3200000000000003
14898,Chemical Oxygen Demand (Mn),2014-06,Somchair,11.85
14899,Chemical Oxygen Demand (Mn),2014-06,Tansanee,12.93
14900,Chemical Oxygen Demand (Mn),2014-07,Boonsri,3.3033333333333332
14901,Chemical Oxygen Demand (Mn),2014-07,Busarakhan,3.66
14902,Chemical Oxygen Demand (Mn),2014-07,Chai,3.17
14903,Chemical Oxygen Demand (Mn),2014-07,Decha,8.0
14904,Chemical Oxygen Demand (Mn),2014-07,Kannika,2.1733333333333333
14905,Chemical Oxygen Demand (Mn),2014-07,Kohsoom,6.4
14906,Chemical Oxygen Demand (Mn),2014-07,Sakda,2.8699999999999997
14907,Chemical Oxygen Demand (Mn),2014-07,Somchair,4.0
14908,Chemical Oxygen Demand (Mn),2014-07,Tansanee,16.62
14909,Chemical Oxygen Demand (Mn),2014-08,Boonsri,2.605
14910,Chemical Oxygen Demand (Mn),2014-08,Busarakhan,4.32
14911,Chemical Oxygen Demand (Mn),2014-08,Chai,2.72
14912,Chemical Oxygen Demand (Mn),2014-08,Decha,5.65
14913,Chemical Oxygen Demand (Mn),2014-08,Kannika,2.5833333333333335
14914,Chemical Oxygen Demand (Mn),2014-08,Kohsoom,8.61
14915,Chemical Oxygen Demand (Mn),2014-08,Sakda,2.49
14916,Chemical Oxygen Demand (Mn),2014-08,Somchair,4.04
14917,Chemical Oxygen Demand (Mn),2014-09,Boonsri,2.1374999999999997
14918,Chemical Oxygen Demand (Mn),2014-09,Busarakhan,5.13
14919,Chemical Oxygen Demand (Mn),2014-09,Chai,3.703333333333333
14920,Chemical Oxygen Demand (Mn),2014-09,Decha,3.7
14921,Chemical Oxygen Demand (Mn),2014-09,Kannika,7.630833333333334
14922,Chemical Oxygen Demand (Mn),2014-09,Kohsoom,7.36
14923,Chemical Oxygen Demand (Mn),2014-09,Sakda,7.036666666666666
14924,Chemical Oxygen Demand (Mn),2014-09,Somchair,5.43
14925,Chemical Oxygen Demand (Mn),2014-09,Tansanee,9.625
14926,Chemical Oxygen Demand (Mn),2014-10,Achara,2.0
14927,Chemical Oxygen Demand (Mn),2014-10,Boonsri,2.358571428571428
14928,Chemical Oxygen Demand (Mn),2014-10,Busarakhan,3.26
14929,Chemical Oxygen Demand (Mn),2014-10,Chai,3.723333333333333
14930,Chemical Oxygen Demand (Mn),2014-10,Decha,4.9
14931,Chemical Oxygen Demand (Mn),2014-10,Kannika,4.9
14932,Chemical Oxygen Demand (Mn),2014-10,Kohsoom,7.04
14933,Chemical Oxygen Demand (Mn),2014-10,Sakda,3.7300000000000004
14934,Chemical Oxygen Demand (Mn),2014-10,Somchair,3.43
14935,Chemical Oxygen Demand (Mn),2014-10,Tansanee,4.81
14936,Chemical Oxygen Demand (Mn),2014-11,Achara,1.3
14937,Chemical Oxygen Demand (Mn),2014-11,Boonsri,2.4871428571428575
14938,Chemical Oxygen Demand (Mn),2014-11,Busarakhan,3.41
14939,Chemical Oxygen Demand (Mn),2014-11,Chai,2.3633333333333333
14940,Chemical Oxygen Demand (Mn),2014-11,Decha,5.3
14941,Chemical Oxygen Demand (Mn),2014-11,Kannika,4.6033333333333335
14942,Chemical Oxygen Demand (Mn),2014-11,Kohsoom,7.68
14943,Chemical Oxygen Demand (Mn),2014-11,Sakda,4.126666666666667
14944,Chemical Oxygen Demand (Mn),2014-11,Somchair,2.96
14945,Chemical Oxygen Demand (Mn),2014-11,Tansanee,5.01
14946,Chemical Oxygen Demand (Mn),2014-12,Achara,2.7
14947,Chemical Oxygen Demand (Mn),2014-12,Boonsri,2.1875
14948,Chemical Oxygen Demand (Mn),2014-12,Busarakhan,3.11
14949,Chemical Oxygen Demand (Mn),2014-12,Decha,3.8
14950,Chemical Oxygen Demand (Mn),2014-12,Kannika,3.1300000000000003
14951,Chemical Oxygen Demand (Mn),2014-12,Kohsoom,8.32
14952,Chemical Oxygen Demand (Mn),2014-12,Sakda,3.4266666666666663
14953,Chemical Oxygen Demand (Mn),2014-12,Somchair,3.26
14954,Chemical Oxygen Demand (Mn),2014-12,Tansanee,10.305
14955,Chemical Oxygen Demand (Mn),2015-01,Boonsri,1.5966666666666667
14956,Chemical Oxygen Demand (Mn),2015-01,Busarakhan,3.26
14957,Chemical Oxygen Demand (Mn),2015-01,Chai,2.813333333333334
14958,Chemical Oxygen Demand (Mn),2015-01,Kannika,3.5700000000000003
14959,Chemical Oxygen Demand (Mn),2015-01,Kohsoom,8.0
14960,Chemical Oxygen Demand (Mn),2015-01,Sakda,4.68
14961,Chemical Oxygen Demand (Mn),2015-01,Somchair,2.96
14962,Chemical Oxygen Demand (Mn),2015-02,Boonsri,2.6
14963,Chemical Oxygen Demand (Mn),2015-02,Busarakhan,4.23
14964,Chemical Oxygen Demand (Mn),2015-02,Chai,2.5066666666666664
14965,Chemical Oxygen Demand (Mn),2015-02,Decha,2.8
14966,Chemical Oxygen Demand (Mn),2015-02,Kannika,3.4299999999999997
14967,Chemical Oxygen Demand (Mn),2015-02,Kohsoom,8.64
14968,Chemical Oxygen Demand (Mn),2015-02,Sakda,4.126666666666666
14969,Chemical Oxygen Demand (Mn),2015-02,Somchair,4.08
14970,Chemical Oxygen Demand (Mn),2015-03,Boonsri,2.24
14971,Chemical Oxygen Demand (Mn),2015-03,Busarakhan,4.36
14972,Chemical Oxygen Demand (Mn),2015-03,Chai,3.0999999999999996
14973,Chemical Oxygen Demand (Mn),2015-03,Decha,5.6
14974,Chemical Oxygen Demand (Mn),2015-03,Kannika,3.643333333333333
14975,Chemical Oxygen Demand (Mn),2015-03,Kohsoom,9.28
14976,Chemical Oxygen Demand (Mn),2015-03,Sakda,4.22
14977,Chemical Oxygen Demand (Mn),2015-03,Somchair,8.58
14978,Chemical Oxygen Demand (Mn),2015-04,Achara,2.1
14979,Chemical Oxygen Demand (Mn),2015-04,Boonsri,2.14
14980,Chemical Oxygen Demand (Mn),2015-04,Busarakhan,7.41
14981,Chemical Oxygen Demand (Mn),2015-04,Chai,4.18
14982,Chemical Oxygen Demand (Mn),2015-04,Decha,6.9
14983,Chemical Oxygen Demand (Mn),2015-04,Kannika,5.16
14984,Chemical Oxygen Demand (Mn),2015-04,Kohsoom,7.68
14985,Chemical Oxygen Demand (Mn),2015-04,Sakda,4.986666666666666
14986,Chemical Oxygen Demand (Mn),2015-04,Somchair,8.59
14987,Chemical Oxygen Demand (Mn),2015-04,Tansanee,6.56
14988,Chemical Oxygen Demand (Mn),2015-05,Achara,2.5
14989,Chemical Oxygen Demand (Mn),2015-05,Boonsri,1.9766666666666666
14990,Chemical Oxygen Demand (Mn),2015-05,Chai,3.296666666666667
14991,Chemical Oxygen Demand (Mn),2015-05,Decha,4.8
14992,Chemical Oxygen Demand (Mn),2015-05,Kannika,5.286666666666666
14993,Chemical Oxygen Demand (Mn),2015-05,Kohsoom,8.32
14994,Chemical Oxygen Demand (Mn),2015-05,Sakda,4.326666666666666
14995,Chemical Oxygen Demand (Mn),2015-05,Somchair,3.85
14996,Chemical Oxygen Demand (Mn),2015-05,Tansanee,3.51
14997,Chemical Oxygen Demand (Mn),2015-06,Achara,2.8
14998,Chemical Oxygen Demand (Mn),2015-06,Boonsri,3.0233333333333334
14999,Chemical Oxygen Demand (Mn),2015-06,Chai,4.603333333333333
15000,Chemical Oxygen Demand (Mn),2015-06,Kannika,4.113333333333333
15001,Chemical Oxygen Demand (Mn),2015-06,Kohsoom,6.08
15002,Chemical Oxygen Demand (Mn),2015-06,Sakda,4.413333333333333
15003,Chemical Oxygen Demand (Mn),2015-06,Somchair,7.84
15004,Chemical Oxygen Demand (Mn),2015-06,Tansanee,5.67
15005,Chemical Oxygen Demand (Mn),2015-07,Achara,2.7
15006,Chemical Oxygen Demand (Mn),2015-07,Boonsri,1.97
15007,Chemical Oxygen Demand (Mn),2015-07,Busarakhan,4.550000000000001
15008,Chemical Oxygen Demand (Mn),2015-07,Chai,3.0433333333333334
15009,Chemical Oxygen Demand (Mn),2015-07,Decha,3.8
15010,Chemical Oxygen Demand (Mn),2015-07,Kannika,5.75
15011,Chemical Oxygen Demand (Mn),2015-07,Kohsoom,6.4
15012,Chemical Oxygen Demand (Mn),2015-07,Sakda,6.16
15013,Chemical Oxygen Demand (Mn),2015-07,Somchair,4.26
15014,Chemical Oxygen Demand (Mn),2015-07,Tansanee,5.94
15015,Chemical Oxygen Demand (Mn),2015-08,Boonsri,1.5599999999999998
15016,Chemical Oxygen Demand (Mn),2015-08,Busarakhan,7.09
15017,Chemical Oxygen Demand (Mn),2015-08,Chai,3.013333333333333
15018,Chemical Oxygen Demand (Mn),2015-08,Decha,7.0
15019,Chemical Oxygen Demand (Mn),2015-08,Kannika,4.093333333333334
15020,Chemical Oxygen Demand (Mn),2015-08,Kohsoom,9.08
15021,Chemical Oxygen Demand (Mn),2015-08,Sakda,5.416666666666667
15022,Chemical Oxygen Demand (Mn),2015-08,Somchair,4.22
15023,Chemical Oxygen Demand (Mn),2015-09,Boonsri,1.8966666666666665
15024,Chemical Oxygen Demand (Mn),2015-09,Busarakhan,6.210000000000001
15025,Chemical Oxygen Demand (Mn),2015-09,Chai,3.231666666666667
15026,Chemical Oxygen Demand (Mn),2015-09,Decha,5.1
15027,Chemical Oxygen Demand (Mn),2015-09,Kannika,4.07
15028,Chemical Oxygen Demand (Mn),2015-09,Kohsoom,8.64
15029,Chemical Oxygen Demand (Mn),2015-09,Sakda,3.92
15030,Chemical Oxygen Demand (Mn),2015-09,Somchair,5.33
15031,Chemical Oxygen Demand (Mn),2015-09,Tansanee,6.053999999999999
15032,Chemical Oxygen Demand (Mn),2015-10,Achara,2.7
15033,Chemical Oxygen Demand (Mn),2015-10,Boonsri,1.6833333333333333
15034,Chemical Oxygen Demand (Mn),2015-10,Busarakhan,4.29
15035,Chemical Oxygen Demand (Mn),2015-10,Chai,2.716666666666667
15036,Chemical Oxygen Demand (Mn),2015-10,Decha,4.8
15037,Chemical Oxygen Demand (Mn),2015-10,Kannika,4.793333333333333
15038,Chemical Oxygen Demand (Mn),2015-10,Kohsoom,8.32
15039,Chemical Oxygen Demand (Mn),2015-10,Sakda,5.6499999999999995
15040,Chemical Oxygen Demand (Mn),2015-10,Somchair,5.95
15041,Chemical Oxygen Demand (Mn),2015-10,Tansanee,4.16
15042,Chemical Oxygen Demand (Mn),2015-11,Achara,2.5
15043,Chemical Oxygen Demand (Mn),2015-11,Boonsri,2.92
15044,Chemical Oxygen Demand (Mn),2015-11,Busarakhan,5.33
15045,Chemical Oxygen Demand (Mn),2015-11,Chai,2.6633333333333336
15046,Chemical Oxygen Demand (Mn),2015-11,Decha,8.2
15047,Chemical Oxygen Demand (Mn),2015-11,Kannika,3.92
15048,Chemical Oxygen Demand (Mn),2015-11,Kohsoom,7.68
15049,Chemical Oxygen Demand (Mn),2015-11,Sakda,3.983333333333333
15050,Chemical Oxygen Demand (Mn),2015-11,Somchair,3.21
15051,Chemical Oxygen Demand (Mn),2015-11,Tansanee,4.0
15052,Chemical Oxygen Demand (Mn),2015-12,Boonsri,1.7466666666666668
15053,Chemical Oxygen Demand (Mn),2015-12,Busarakhan,3.69
15054,Chemical Oxygen Demand (Mn),2015-12,Chai,3.0033333333333334
15055,Chemical Oxygen Demand (Mn),2015-12,Kannika,4.050000000000001
15056,Chemical Oxygen Demand (Mn),2015-12,Kohsoom,8.0
15057,Chemical Oxygen Demand (Mn),2015-12,Sakda,5.946666666666666
15058,Chemical Oxygen Demand (Mn),2015-12,Somchair,2.92
15059,Chemical Oxygen Demand (Mn),2015-12,Tansanee,5.268
15060,Chemical Oxygen Demand (Mn),2016-01,Boonsri,1.8233333333333335
15061,Chemical Oxygen Demand (Mn),2016-01,Chai,2.1799999999999997
15062,Chemical Oxygen Demand (Mn),2016-01,Decha,3.6
15063,Chemical Oxygen Demand (Mn),2016-01,Kannika,4.86
15064,Chemical Oxygen Demand (Mn),2016-01,Kohsoom,7.36
15065,Chemical Oxygen Demand (Mn),2016-01,Sakda,4.69
15066,Chemical Oxygen Demand (Mn),2016-01,Somchair,4.26
15067,Chemical Oxygen Demand (Mn),2016-02,Boonsri,2.0033333333333334
15068,Chemical Oxygen Demand (Mn),2016-02,Chai,3.0066666666666664
15069,Chemical Oxygen Demand (Mn),2016-02,Decha,4.5
15070,Chemical Oxygen Demand (Mn),2016-02,Kannika,4.796666666666667
15071,Chemical Oxygen Demand (Mn),2016-02,Kohsoom,6.08
15072,Chemical Oxygen Demand (Mn),2016-02,Sakda,4.58
15073,Chemical Oxygen Demand (Mn),2016-02,Somchair,3.63
15074,Chemical Oxygen Demand (Mn),2016-02,Tansanee,5.55
15075,Chemical Oxygen Demand (Mn),2016-03,Achara,2.26
15076,Chemical Oxygen Demand (Mn),2016-03,Boonsri,2.1033333333333335
15077,Chemical Oxygen Demand (Mn),2016-03,Chai,3.456666666666667
15078,Chemical Oxygen Demand (Mn),2016-03,Decha,4.7
15079,Chemical Oxygen Demand (Mn),2016-03,Kannika,3.8166666666666664
15080,Chemical Oxygen Demand (Mn),2016-03,Kohsoom,8.0
15081,Chemical Oxygen Demand (Mn),2016-03,Sakda,4.283333333333332
15082,Chemical Oxygen Demand (Mn),2016-03,Somchair,8.29
15083,Chemical Oxygen Demand (Mn),2016-03,Tansanee,4.078
15084,Chemical Oxygen Demand (Mn),2016-04,Boonsri,2.19
15085,Chemical Oxygen Demand (Mn),2016-04,Chai,2.5633333333333335
15086,Chemical Oxygen Demand (Mn),2016-04,Decha,3.1
15087,Chemical Oxygen Demand (Mn),2016-04,Kannika,4.156666666666666
15088,Chemical Oxygen Demand (Mn),2016-04,Kohsoom,4.93
15089,Chemical Oxygen Demand (Mn),2016-04,Sakda,3.9233333333333333
15090,Chemical Oxygen Demand (Mn),2016-04,Somchair,4.0
15091,Chemical Oxygen Demand (Mn),2016-04,Tansanee,2.173
15092,Chemical Oxygen Demand (Mn),2016-05,Achara,3.6
15093,Chemical Oxygen Demand (Mn),2016-05,Boonsri,3.0933333333333337
15094,Chemical Oxygen Demand (Mn),2016-05,Chai,4.243333333333333
15095,Chemical Oxygen Demand (Mn),2016-05,Decha,8.4
15096,Chemical Oxygen Demand (Mn),2016-05,Kannika,3.92
15097,Chemical Oxygen Demand (Mn),2016-05,Kohsoom,6.72
15098,Chemical Oxygen Demand (Mn),2016-05,Sakda,3.58
15099,Chemical Oxygen Demand (Mn),2016-05,Somchair,4.94
15100,Chemical Oxygen Demand (Mn),2016-05,Tansanee,9.474
15101,Chemical Oxygen Demand (Mn),2016-06,Achara,3.8
15102,Chemical Oxygen Demand (Mn),2016-06,Boonsri,2.486666666666667
15103,Chemical Oxygen Demand (Mn),2016-06,Chai,3.5366666666666666
15104,Chemical Oxygen Demand (Mn),2016-06,Decha,12.6
15105,Chemical Oxygen Demand (Mn),2016-06,Kannika,4.006666666666667
15106,Chemical Oxygen Demand (Mn),2016-06,Kohsoom,6.08
15107,Chemical Oxygen Demand (Mn),2016-06,Sakda,4.2
15108,Chemical Oxygen Demand (Mn),2016-06,Somchair,10.76
15109,Chemical Oxygen Demand (Mn),2016-06,Tansanee,10.222000000000001
15110,Chemical Oxygen Demand (Mn),2016-07,Achara,3.1
15111,Chemical Oxygen Demand (Mn),2016-07,Boonsri,2.5466666666666664
15112,Chemical Oxygen Demand (Mn),2016-07,Chai,4.693333333333333
15113,Chemical Oxygen Demand (Mn),2016-07,Decha,8.8
15114,Chemical Oxygen Demand (Mn),2016-07,Kannika,4.136666666666667
15115,Chemical Oxygen Demand (Mn),2016-07,Kohsoom,6.53
15116,Chemical Oxygen Demand (Mn),2016-07,Sakda,3.8800000000000003
15117,Chemical Oxygen Demand (Mn),2016-07,Somchair,28.16
15118,Chemical Oxygen Demand (Mn),2016-07,Tansanee,13.295
15119,Chemical Oxygen Demand (Mn),2016-08,Achara,2.2
15120,Chemical Oxygen Demand (Mn),2016-08,Boonsri,2.856666666666667
15121,Chemical Oxygen Demand (Mn),2016-08,Chai,4.996666666666667
15122,Chemical Oxygen Demand (Mn),2016-08,Decha,8.3
15123,Chemical Oxygen Demand (Mn),2016-08,Kannika,4.456666666666667
15124,Chemical Oxygen Demand (Mn),2016-08,Kohsoom,7.68
15125,Chemical Oxygen Demand (Mn),2016-08,Sakda,4.156666666666666
15126,Chemical Oxygen Demand (Mn),2016-08,Somchair,11.29
15127,Chemical Oxygen Demand (Mn),2016-09,Achara,2.5
15128,Chemical Oxygen Demand (Mn),2016-09,Boonsri,1.7466666666666668
15129,Chemical Oxygen Demand (Mn),2016-09,Chai,3.2266666666666666
15130,Chemical Oxygen Demand (Mn),2016-09,Kannika,3.58
15131,Chemical Oxygen Demand (Mn),2016-09,Kohsoom,7.36
15132,Chemical Oxygen Demand (Mn),2016-09,Sakda,3.22
15133,Chemical Oxygen Demand (Mn),2016-09,Somchair,4.66
15134,Chemical Oxygen Demand (Mn),2016-09,Tansanee,5.902
15135,Chemical Oxygen Demand (Mn),2016-10,Achara,2.3
15136,Chemical Oxygen Demand (Mn),2016-10,Boonsri,1.9333333333333333
15137,Chemical Oxygen Demand (Mn),2016-10,Chai,5.183333333333334
15138,Chemical Oxygen Demand (Mn),2016-10,Decha,3.5
15139,Chemical Oxygen Demand (Mn),2016-10,Kannika,3.793333333333333
15140,Chemical Oxygen Demand (Mn),2016-10,Kohsoom,7.04
15141,Chemical Oxygen Demand (Mn),2016-10,Sakda,3.58
15142,Chemical Oxygen Demand (Mn),2016-10,Somchair,4.94
15143,Chemical Oxygen Demand (Mn),2016-10,Tansanee,3.951
15144,Chemical Oxygen Demand (Mn),2016-11,Achara,1.0
15145,Chemical Oxygen Demand (Mn),2016-11,Boonsri,2.7
15146,Chemical Oxygen Demand (Mn),2016-11,Chai,4.505000000000001
15147,Chemical Oxygen Demand (Mn),2016-11,Decha,4.5
15148,Chemical Oxygen Demand (Mn),2016-11,Kannika,4.053333333333334
15149,Chemical Oxygen Demand (Mn),2016-11,Kohsoom,7.1
15150,Chemical Oxygen Demand (Mn),2016-11,Sakda,4.026666666666667
15151,Chemical Oxygen Demand (Mn),2016-11,Somchair,5.82
15152,Chemical Oxygen Demand (Mn),2016-11,Tansanee,4.1530000000000005
15153,Chemical Oxygen Demand (Mn),2016-12,Achara,2.4
15154,Chemical Oxygen Demand (Mn),2016-12,Boonsri,1.9433333333333334
15155,Chemical Oxygen Demand (Mn),2016-12,Chai,3.6366666666666667
15156,Chemical Oxygen Demand (Mn),2016-12,Decha,5.7
15157,Chemical Oxygen Demand (Mn),2016-12,Kannika,4.240000000000001
15158,Chemical Oxygen Demand (Mn),2016-12,Kohsoom,6.08
15159,Chemical Oxygen Demand (Mn),2016-12,Sakda,4.22
15160,Chemical Oxygen Demand (Mn),2016-12,Somchair,3.62
15161,Chlorides,1998-01,Boonsri,19.2
15162,Chlorides,1998-01,Chai,37.666666666666664
15163,Chlorides,1998-01,Kannika,27.19666666666667
15164,Chlorides,1998-02,Boonsri,24.1
15165,Chlorides,1998-02,Chai,42.61333333333334
15166,Chlorides,1998-02,Kannika,28.2
15167,Chlorides,1998-03,Boonsri,27.7
15168,Chlorides,1998-03,Chai,39.803333333333335
15169,Chlorides,1998-03,Kannika,34.36333333333334
15170,Chlorides,1998-04,Boonsri,21.5
15171,Chlorides,1998-04,Chai,22.233333333333334
15172,Chlorides,1998-04,Kannika,31.433333333333334
15173,Chlorides,1998-04,Kohsoom,75.1
15174,Chlorides,1998-04,Sakda,33.3
15175,Chlorides,1998-04,Somchair,121.9
15176,Chlorides,1998-05,Boonsri,20.6
15177,Chlorides,1998-05,Chai,40.93666666666667
15178,Chlorides,1998-05,Kannika,28.72
15179,Chlorides,1998-06,Boonsri,22.35
15180,Chlorides,1998-06,Chai,23.166666666666668
15181,Chlorides,1998-06,Kannika,25.26666666666667
15182,Chlorides,1998-06,Kohsoom,83.0
15183,Chlorides,1998-06,Sakda,26.2
15184,Chlorides,1998-06,Somchair,117.0
15185,Chlorides,1998-07,Boonsri,20.6
15186,Chlorides,1998-07,Chai,32.970000000000006
15187,Chlorides,1998-07,Kannika,29.526666666666667
15188,Chlorides,1998-08,Boonsri,25.15
15189,Chlorides,1998-08,Chai,28.400000000000002
15190,Chlorides,1998-08,Kannika,29.933333333333334
15191,Chlorides,1998-08,Kohsoom,76.6
15192,Chlorides,1998-08,Sakda,37.6
15193,Chlorides,1998-08,Somchair,103.5
15194,Chlorides,1998-09,Boonsri,23.45
15195,Chlorides,1998-09,Chai,38.13333333333333
15196,Chlorides,1998-09,Kannika,29.540000000000003
15197,Chlorides,1998-10,Boonsri,21.15
15198,Chlorides,1998-10,Busarakhan,69.5
15199,Chlorides,1998-10,Chai,25.733333333333334
15200,Chlorides,1998-10,Kannika,25.733333333333334
15201,Chlorides,1998-10,Kohsoom,57.0
15202,Chlorides,1998-10,Sakda,28.866666666666664
15203,Chlorides,1998-10,Somchair,54.0
15204,Chlorides,1998-11,Boonsri,18.35
15205,Chlorides,1998-11,Busarakhan,42.6
15206,Chlorides,1998-11,Chai,30.766666666666666
15207,Chlorides,1998-11,Kannika,25.863333333333333
15208,Chlorides,1998-11,Kohsoom,68.0
15209,Chlorides,1998-11,Sakda,24.723333333333333
15210,Chlorides,1998-11,Somchair,85.2
15211,Chlorides,1998-12,Boonsri,9.2
15212,Chlorides,1998-12,Busarakhan,70.2
15213,Chlorides,1998-12,Chai,26.433333333333334
15214,Chlorides,1998-12,Kannika,27.166666666666668
15215,Chlorides,1998-12,Kohsoom,74.0
15216,Chlorides,1998-12,Sakda,28.95
15217,Chlorides,1998-12,Somchair,55.3
15218,Chlorides,1999-01,Boonsri,16.3
15219,Chlorides,1999-01,Busarakhan,88.75
15220,Chlorides,1999-01,Chai,35.5
15221,Chlorides,1999-01,Kannika,26.823333333333334
15222,Chlorides,1999-01,Kohsoom,71.0
15223,Chlorides,1999-01,Sakda,26.349999999999998
15224,Chlorides,1999-01,Somchair,42.6
15225,Chlorides,1999-02,Boonsri,28.276666666666667
15226,Chlorides,1999-02,Busarakhan,78.1
15227,Chlorides,1999-02,Chai,37.86666666666667
15228,Chlorides,1999-02,Kannika,34.97666666666667
15229,Chlorides,1999-02,Kohsoom,78.0
15230,Chlorides,1999-02,Sakda,33.913333333333334
15231,Chlorides,1999-02,Somchair,56.8
15232,Chlorides,1999-03,Boonsri,22.006666666666664
15233,Chlorides,1999-03,Busarakhan,63.9
15234,Chlorides,1999-03,Chai,42.6
15235,Chlorides,1999-03,Kannika,36.16
15236,Chlorides,1999-03,Kohsoom,68.0
15237,Chlorides,1999-03,Sakda,34.73666666666667
15238,Chlorides,1999-03,Somchair,78.1
15239,Chlorides,1999-04,Boonsri,27.066666666666666
15240,Chlorides,1999-04,Busarakhan,63.1
15241,Chlorides,1999-04,Chai,40.63333333333333
15242,Chlorides,1999-04,Kannika,41.71333333333333
15243,Chlorides,1999-04,Kohsoom,41.5
15244,Chlorides,1999-04,Sakda,40.86666666666667
15245,Chlorides,1999-04,Somchair,63.1
15246,Chlorides,1999-05,Boonsri,21.53333333333333
15247,Chlorides,1999-05,Busarakhan,70.8
15248,Chlorides,1999-05,Chai,21.3
15249,Chlorides,1999-05,Kannika,23.96666666666667
15250,Chlorides,1999-05,Kohsoom,71.0
15251,Chlorides,1999-05,Sakda,29.333333333333332
15252,Chlorides,1999-05,Somchair,85.2
15253,Chlorides,1999-06,Boonsri,20.066666666666666
15254,Chlorides,1999-06,Busarakhan,45.4
15255,Chlorides,1999-06,Chai,25.400000000000002
15256,Chlorides,1999-06,Kannika,30.166666666666668
15257,Chlorides,1999-06,Kohsoom,110.0
15258,Chlorides,1999-06,Sakda,18.1
15259,Chlorides,1999-06,Somchair,45.4
15260,Chlorides,1999-07,Boonsri,17.833333333333332
15261,Chlorides,1999-07,Busarakhan,43.6
15262,Chlorides,1999-07,Chai,24.099999999999998
15263,Chlorides,1999-07,Kannika,31.400000000000002
15264,Chlorides,1999-07,Kohsoom,78.0
