id,chemical,date,value,year
2049,Chemical Oxygen Demand (Cr),1998-03,0.1942616172219751,1998
2050,Chemical Oxygen Demand (Cr),1998-04,0.14284630941307072,1998
2051,Chemical Oxygen Demand (Cr),1998-05,0.21839461097673957,1998
2052,Chemical Oxygen Demand (Cr),1998-06,0.1391308191722345,1998
2053,Chemical Oxygen Demand (Cr),1998-07,0.131885613202604,1998
2054,Chemical Oxygen Demand (Cr),1998-08,0.08116917141519023,1998
2055,Chemical Oxygen Demand (Cr),1998-09,0.13852705200809867,1998
2056,Chemical Oxygen Demand (Cr),1998-10,0.11446704109735059,1998
2057,Chemical Oxygen Demand (Cr),1998-11,0.2837872392154562,1998
2058,Chemical Oxygen Demand (Cr),1998-12,0.0,1998
2059,Chemical Oxygen Demand (Cr),1999-01,0.3829660587108432,1999
2060,Chemical Oxygen Demand (Cr),1999-02,0.4378686195029323,1999
2061,Chemical Oxygen Demand (Cr),1999-03,0.3816945353839792,1999
2062,Chemical Oxygen Demand (Cr),1999-05,0.4263794980137689,1999
2063,Chemical Oxygen Demand (Cr),1999-07,0.4184892416551043,1999
2064,Chemical Oxygen Demand (Cr),1999-08,0.3524884230495842,1999
2065,Chemical Oxygen Demand (Cr),1999-09,0.4062037962456729,1999
2066,Chemical Oxygen Demand (Cr),1999-10,0.3264092201210482,1999
2067,Chemical Oxygen Demand (Cr),1999-11,0.6553185704884029,1999
2068,Chemical Oxygen Demand (Cr),1999-12,0.6664119627788995,1999
2069,Chemical Oxygen Demand (Cr),2000-01,0.7833791341225564,2000
2070,Chemical Oxygen Demand (Cr),2000-02,0.7636964720118156,2000
2071,Chemical Oxygen Demand (Cr),2000-03,0.7310001578924573,2000
2072,Chemical Oxygen Demand (Cr),2000-04,0.22257247333643532,2000
2073,Chemical Oxygen Demand (Cr),2000-05,0.4639802592510309,2000
2074,Chemical Oxygen Demand (Cr),2000-06,0.30158856579155124,2000
2075,Chemical Oxygen Demand (Cr),2000-07,0.5112082685345486,2000
2076,Chemical Oxygen Demand (Cr),2000-08,0.2816074849408323,2000
2077,Chemical Oxygen Demand (Cr),2000-09,0.4576226426167113,2000
2078,Chemical Oxygen Demand (Cr),2000-10,0.2440067237035703,2000
2079,Chemical Oxygen Demand (Cr),2000-11,0.327382324707934,2000
2080,Chemical Oxygen Demand (Cr),2000-12,0.563885663504626,2000
2081,Chemical Oxygen Demand (Cr),2001-01,0.3767900882660754,2001
2082,Chemical Oxygen Demand (Cr),2001-02,0.34486577045231315,2001
2083,Chemical Oxygen Demand (Cr),2001-03,0.38460087441681107,2001
2084,Chemical Oxygen Demand (Cr),2001-04,0.19314579062901285,2001
2085,Chemical Oxygen Demand (Cr),2001-05,0.3776983192138354,2001
2086,Chemical Oxygen Demand (Cr),2001-06,0.3831477049003951,2001
2087,Chemical Oxygen Demand (Cr),2001-07,0.4163889575884094,2001
2088,Chemical Oxygen Demand (Cr),2001-08,0.3157569685766065,2001
2089,Chemical Oxygen Demand (Cr),2001-09,0.4725176301599745,2001
2090,Chemical Oxygen Demand (Cr),2001-11,0.4272051625117325,2001
2091,Chemical Oxygen Demand (Cr),2001-12,0.3400975579765734,2001
2092,Chemical Oxygen Demand (Cr),2002-02,0.5931637266024149,2002
2093,Chemical Oxygen Demand (Cr),2002-03,0.5390001355360031,2002
2094,Chemical Oxygen Demand (Cr),2002-04,0.5902243609896646,2002
2095,Chemical Oxygen Demand (Cr),2002-05,0.6241921984358869,2002
2096,Chemical Oxygen Demand (Cr),2002-06,0.5644306020732818,2002
2097,Chemical Oxygen Demand (Cr),2002-07,0.7587920248939117,2002
2098,Chemical Oxygen Demand (Cr),2002-08,0.8888204222482119,2002
2099,Chemical Oxygen Demand (Cr),2002-09,0.542633059327043,2002
2100,Chemical Oxygen Demand (Cr),2002-10,0.6946103712522086,2002
2101,Chemical Oxygen Demand (Cr),2002-11,0.6329671066696292,2002
2102,Chemical Oxygen Demand (Cr),2002-12,0.4952234038539734,2002
2103,Chemical Oxygen Demand (Cr),2003-01,0.4612815158634015,2003
2104,Chemical Oxygen Demand (Cr),2003-02,0.4366727820883818,2003
2105,Chemical Oxygen Demand (Cr),2003-03,0.3095015279239099,2003
2106,Chemical Oxygen Demand (Cr),2003-04,0.308958211196232,2003
2107,Chemical Oxygen Demand (Cr),2003-05,0.31371993630805933,2003
2108,Chemical Oxygen Demand (Cr),2003-06,0.27615809925427254,2003
2109,Chemical Oxygen Demand (Cr),2003-07,0.27017674972688194,2003
2110,Chemical Oxygen Demand (Cr),2003-08,0.29317229234230907,2003
2111,Chemical Oxygen Demand (Cr),2003-09,0.4400029622301682,2003
2112,Chemical Oxygen Demand (Cr),2003-10,0.3666049269233388,2003
2113,Chemical Oxygen Demand (Cr),2003-11,0.40813703069161894,2003
2114,Chemical Oxygen Demand (Cr),2003-12,0.3569128052379576,2003
2115,Chemical Oxygen Demand (Cr),2004-01,0.326462740873327,2004
2116,Chemical Oxygen Demand (Cr),2004-02,0.5342818757623903,2004
2117,Chemical Oxygen Demand (Cr),2004-03,0.5349130962710833,2004
2118,Chemical Oxygen Demand (Cr),2004-04,0.60714340607365,2004
2119,Chemical Oxygen Demand (Cr),2004-05,0.8127409431908532,2004
2120,Chemical Oxygen Demand (Cr),2004-06,0.669473998545633,2004
2121,Chemical Oxygen Demand (Cr),2004-07,0.6891696353841988,2004
2122,Chemical Oxygen Demand (Cr),2004-08,0.5699578361267923,2004
2123,Chemical Oxygen Demand (Cr),2004-09,0.5302940931653328,2004
2124,Chemical Oxygen Demand (Cr),2004-10,0.4022205548033542,2004
2125,Chemical Oxygen Demand (Cr),2004-11,0.3780888585213722,2004
2126,Chemical Oxygen Demand (Cr),2004-12,0.49437874907255663,2004
2127,Chemical Oxygen Demand (Cr),2005-01,0.1858929177747584,2005
2128,Chemical Oxygen Demand (Cr),2005-02,0.1210452281046977,2005
2129,Chemical Oxygen Demand (Cr),2005-03,0.13902819697792643,2005
2130,Chemical Oxygen Demand (Cr),2005-04,0.13400698120201476,2005
2131,Chemical Oxygen Demand (Cr),2005-05,0.33195980595995134,2005
2132,Chemical Oxygen Demand (Cr),2005-06,0.17495521832574512,2005
2133,Chemical Oxygen Demand (Cr),2005-07,0.17168559080622767,2005
2134,Chemical Oxygen Demand (Cr),2005-08,0.09286411926848885,2005
2135,Chemical Oxygen Demand (Cr),2005-09,0.15354692130667894,2005
2136,Chemical Oxygen Demand (Cr),2005-10,0.12159016667335366,2005
2137,Chemical Oxygen Demand (Cr),2005-11,0.16082574361658364,2005
2138,Chemical Oxygen Demand (Cr),2005-12,0.1626162521640349,2005
2139,Chemical Oxygen Demand (Cr),2006-01,0.14868139837225056,2006
2140,Chemical Oxygen Demand (Cr),2006-02,0.1558823723152045,2006
2141,Chemical Oxygen Demand (Cr),2006-03,0.16138235944028229,2006
2142,Chemical Oxygen Demand (Cr),2006-04,0.15354692130667894,2006
2143,Chemical Oxygen Demand (Cr),2006-05,0.18787805113200512,2006
2144,Chemical Oxygen Demand (Cr),2006-06,0.17581674414575296,2006
2145,Chemical Oxygen Demand (Cr),2006-07,0.3545081556810312,2006
2146,Chemical Oxygen Demand (Cr),2006-08,0.326190271588999,2006
2147,Chemical Oxygen Demand (Cr),2006-09,0.5918591766956324,2006
2148,Chemical Oxygen Demand (Cr),2006-10,0.7510890911682228,2006
2149,Chemical Oxygen Demand (Cr),2006-11,0.8063227778266828,2006
2150,Chemical Oxygen Demand (Cr),2006-12,0.5871363757672806,2006
2151,Chemical Oxygen Demand (Cr),2007-01,0.4621335229905857,2007
2152,Chemical Oxygen Demand (Cr),2007-02,0.6118976195009468,2007
2153,Chemical Oxygen Demand (Cr),2007-03,0.4818179150650365,2007
2154,Chemical Oxygen Demand (Cr),2007-04,0.46337317856489685,2007
2155,Chemical Oxygen Demand (Cr),2007-05,0.37031326631986233,2007
2156,Chemical Oxygen Demand (Cr),2007-06,0.5906027905512312,2007
2157,Chemical Oxygen Demand (Cr),2007-07,0.4841066570533916,2007
2158,Chemical Oxygen Demand (Cr),2007-08,0.7610543456183321,2007
2159,Chemical Oxygen Demand (Cr),2007-09,0.7735053662476232,2007
2160,Chemical Oxygen Demand (Cr),2007-10,0.8022962872916137,2007
2161,Chemical Oxygen Demand (Cr),2007-11,0.5600424125467364,2007
2162,Chemical Oxygen Demand (Cr),2007-12,0.6829396035734931,2007
2163,Chemical Oxygen Demand (Cr),2008-01,0.5554780398739337,2008
2164,Chemical Oxygen Demand (Cr),2008-02,0.3778139122435503,2008
2165,Chemical Oxygen Demand (Cr),2008-03,0.6046198215116597,2008
2166,Chemical Oxygen Demand (Cr),2008-04,0.7634845514573384,2008
2167,Chemical Oxygen Demand (Cr),2008-05,0.6195783852212662,2008
2168,Chemical Oxygen Demand (Cr),2008-06,0.6274618298478227,2008
2169,Chemical Oxygen Demand (Cr),2008-07,0.5351855655554114,2008
2170,Chemical Oxygen Demand (Cr),2008-08,0.5193722556094131,2008
2171,Chemical Oxygen Demand (Cr),2008-09,0.5300127774756694,2008
2172,Chemical Oxygen Demand (Cr),2008-10,0.4612555664077512,2008
2173,Chemical Oxygen Demand (Cr),2008-11,0.5348611973597827,2008
2174,Chemical Oxygen Demand (Cr),2008-12,0.5807947867379215,2008
2175,Chemical Oxygen Demand (Cr),2009-01,0.4425005973365081,2009
2176,Chemical Oxygen Demand (Cr),2009-02,0.4103038102384177,2009
2177,Chemical Oxygen Demand (Cr),2009-03,0.49103418860743064,2009
2178,Chemical Oxygen Demand (Cr),2009-04,0.5314855116508413,2009
2179,Chemical Oxygen Demand (Cr),2009-05,0.46030192391260316,2009
2180,Chemical Oxygen Demand (Cr),2009-06,0.5063378800771858,2009
2181,Chemical Oxygen Demand (Cr),2009-07,0.4887522583511839,2009
2182,Chemical Oxygen Demand (Cr),2009-08,0.5682451720538737,2009
2183,Chemical Oxygen Demand (Cr),2009-09,0.4574567917479901,2009
2184,Chemical Oxygen Demand (Cr),2009-10,0.44910501585880613,2009
2185,Chemical Oxygen Demand (Cr),2009-11,0.49112501170220674,2009
2186,Chemical Oxygen Demand (Cr),2009-12,0.4879575562718938,2009
2187,Chemical Oxygen Demand (Cr),2010-01,0.5257112827214102,2010
2188,Chemical Oxygen Demand (Cr),2010-02,0.4838056433678483,2010
2189,Chemical Oxygen Demand (Cr),2010-03,0.5378713342152159,2010
2190,Chemical Oxygen Demand (Cr),2010-04,0.5654296561158179,2010
2191,Chemical Oxygen Demand (Cr),2010-05,0.6151098889582871,2010
2192,Chemical Oxygen Demand (Cr),2010-06,0.5344892551621289,2010
2193,Chemical Oxygen Demand (Cr),2010-07,0.5830190621374354,2010
2194,Chemical Oxygen Demand (Cr),2010-08,0.523923501803188,2010
2195,Chemical Oxygen Demand (Cr),2010-09,0.5713785688236455,2010
2196,Chemical Oxygen Demand (Cr),2010-10,0.528177050075197,2010
2197,Chemical Oxygen Demand (Cr),2010-11,0.4819783691991407,2010
2198,Chemical Oxygen Demand (Cr),2010-12,0.5189963489115901,2010
2199,Chemical Oxygen Demand (Cr),2011-01,0.521652924433788,2011
2200,Chemical Oxygen Demand (Cr),2011-02,0.4742862904266648,2011
2201,Chemical Oxygen Demand (Cr),2011-03,0.5427940639041456,2011
2202,Chemical Oxygen Demand (Cr),2011-04,0.4595493896987449,2011
2203,Chemical Oxygen Demand (Cr),2011-05,0.5162664162743811,2011
2204,Chemical Oxygen Demand (Cr),2011-06,0.443392314994309,2011
2205,Chemical Oxygen Demand (Cr),2011-07,0.42711970623619333,2011
2206,Chemical Oxygen Demand (Cr),2011-08,0.44194052158538943,2011
2207,Chemical Oxygen Demand (Cr),2011-09,0.39266348823942543,2011
2208,Chemical Oxygen Demand (Cr),2011-10,0.4006605345872018,2011
2209,Chemical Oxygen Demand (Cr),2011-11,0.40250599881550736,2011
2210,Chemical Oxygen Demand (Cr),2011-12,0.38013237815383216,2011
2211,Chemical Oxygen Demand (Cr),2012-01,0.4329036236551778,2012
2212,Chemical Oxygen Demand (Cr),2012-02,0.40209567304803717,2012
2213,Chemical Oxygen Demand (Cr),2012-03,0.45497969055872983,2012
2214,Chemical Oxygen Demand (Cr),2012-04,0.4371731058034636,2012
2215,Chemical Oxygen Demand (Cr),2012-05,0.47583721427403725,2012
2216,Chemical Oxygen Demand (Cr),2012-06,0.4865895334068303,2012
2217,Chemical Oxygen Demand (Cr),2012-07,0.6167447046642551,2012
2218,Chemical Oxygen Demand (Cr),2012-08,0.5987826910743257,2012
2219,Chemical Oxygen Demand (Cr),2012-09,0.49456700057809216,2012
2220,Chemical Oxygen Demand (Cr),2012-10,0.4530166142387859,2012
2221,Chemical Oxygen Demand (Cr),2012-11,0.47500331485910713,2012
2222,Chemical Oxygen Demand (Cr),2012-12,0.5832128180729578,2012
2223,Chemical Oxygen Demand (Cr),2013-01,0.561478851493062,2013
2224,Chemical Oxygen Demand (Cr),2013-02,0.5005062805334438,2013
2225,Chemical Oxygen Demand (Cr),2013-03,0.5681997605064859,2013
2226,Chemical Oxygen Demand (Cr),2013-04,0.5689263452646938,2013
2227,Chemical Oxygen Demand (Cr),2013-05,0.5449944597912189,2013
2228,Chemical Oxygen Demand (Cr),2013-06,0.8819481414101612,2013
2229,Chemical Oxygen Demand (Cr),2013-07,1.0,2013
2230,Chemical Oxygen Demand (Cr),2013-08,0.47142775302266277,2013
2231,Chemical Oxygen Demand (Cr),2013-09,0.5964472567000665,2013
2232,Chemical Oxygen Demand (Cr),2013-10,0.4796321059174275,2013
2233,Chemical Oxygen Demand (Cr),2013-11,0.4569773206275134,2013
2234,Chemical Oxygen Demand (Cr),2013-12,0.4915299313330828,2013
2235,Chemical Oxygen Demand (Cr),2014-01,0.38737097880747895,2014
2236,Chemical Oxygen Demand (Cr),2014-02,0.4029017280141742,2014
2237,Chemical Oxygen Demand (Cr),2014-03,0.5879083720728766,2014
2238,Chemical Oxygen Demand (Cr),2014-04,0.3574629336977438,2014
2239,Chemical Oxygen Demand (Cr),2014-05,0.4947931891945082,2014
2240,Chemical Oxygen Demand (Cr),2014-06,0.45469165160101177,2014
2241,Chemical Oxygen Demand (Cr),2014-07,0.39722528459067447,2014
2242,Chemical Oxygen Demand (Cr),2014-08,0.48258082906115496,2014
2243,Chemical Oxygen Demand (Cr),2014-09,0.5279532526544798,2014
2244,Chemical Oxygen Demand (Cr),2014-10,0.3549408158441163,2014
2245,Chemical Oxygen Demand (Cr),2014-11,0.31142865578599904,2014
2246,Chemical Oxygen Demand (Cr),2014-12,0.3499395759292991,2014
2247,Chemical Oxygen Demand (Cr),2015-01,0.5360786593207085,2015
2248,Chemical Oxygen Demand (Cr),2015-02,0.5268809288268314,2015
2249,Chemical Oxygen Demand (Cr),2015-03,0.7200559749719498,2015
2250,Chemical Oxygen Demand (Cr),2015-04,0.4895322016775726,2015
2251,Chemical Oxygen Demand (Cr),2015-05,0.3872498813477776,2015
2252,Chemical Oxygen Demand (Cr),2015-06,0.4447242494402738,2015
2253,Chemical Oxygen Demand (Cr),2015-07,0.6245524633784981,2015
2254,Chemical Oxygen Demand (Cr),2015-08,0.36033445721091123,2015
2255,Chemical Oxygen Demand (Cr),2015-09,0.5048474928360628,2015
2256,Chemical Oxygen Demand (Cr),2015-10,0.4549736356857447,2015
2257,Chemical Oxygen Demand (Cr),2015-11,0.4303416555233718,2015
2258,Chemical Oxygen Demand (Cr),2015-12,0.3836623691041258,2015
2259,Chemical Oxygen Demand (Cr),2016-01,0.39331989151530666,2016
2260,Chemical Oxygen Demand (Cr),2016-02,0.9127112210835735,2016
2261,Chemical Oxygen Demand (Cr),2016-03,0.45240939697656923,2016
2262,Chemical Oxygen Demand (Cr),2016-04,0.41504780322221724,2016
2263,Chemical Oxygen Demand (Cr),2016-05,0.5715087485928244,2016
2264,Chemical Oxygen Demand (Cr),2016-06,0.6160105513148159,2016
2265,Chemical Oxygen Demand (Cr),2016-07,0.6561422494598358,2016
2266,Chemical Oxygen Demand (Cr),2016-08,0.5941812204854056,2016
2267,Chemical Oxygen Demand (Cr),2016-09,0.49826223775447837,2016
2268,Chemical Oxygen Demand (Cr),2016-10,0.5345195295270542,2016
2269,Chemical Oxygen Demand (Cr),2016-11,0.49536134142916455,2016
2270,Chemical Oxygen Demand (Cr),2016-12,0.44359047447382005,2016
2271,Chemical Oxygen Demand (Mn),1998-01,0.5368957656477179,1998
2272,Chemical Oxygen Demand (Mn),1998-02,0.5700669526664395,1998
2273,Chemical Oxygen Demand (Mn),1998-03,0.538834341512448,1998
2274,Chemical Oxygen Demand (Mn),1998-04,0.344996336613791,1998
2275,Chemical Oxygen Demand (Mn),1998-05,0.15052682594101716,1998
2276,Chemical Oxygen Demand (Mn),1998-06,0.37378125096887993,1998
2277,Chemical Oxygen Demand (Mn),1998-07,0.09926226418481093,1998
2278,Chemical Oxygen Demand (Mn),1998-08,0.2353395200229757,1998
2279,Chemical Oxygen Demand (Mn),1998-09,0.20518389546050148,1998
2280,Chemical Oxygen Demand (Mn),1998-10,0.2687261043600007,1998
2281,Chemical Oxygen Demand (Mn),1998-11,0.5643589237313997,1998
2282,Chemical Oxygen Demand (Mn),1998-12,0.2804652582075353,1998
2283,Chemical Oxygen Demand (Mn),1999-01,0.846694548652869,1999
2284,Chemical Oxygen Demand (Mn),1999-02,0.6563120389151156,1999
2285,Chemical Oxygen Demand (Mn),1999-03,0.8705174920572237,1999
2286,Chemical Oxygen Demand (Mn),1999-04,0.2252876451688178,1999
2287,Chemical Oxygen Demand (Mn),1999-05,0.6786272010913462,1999
2288,Chemical Oxygen Demand (Mn),1999-06,0.1961372080917594,1999
2289,Chemical Oxygen Demand (Mn),1999-07,0.6961551578682844,1999
2290,Chemical Oxygen Demand (Mn),1999-08,0.19872197591140003,1999
2291,Chemical Oxygen Demand (Mn),1999-09,0.7404462314444182,1999
2292,Chemical Oxygen Demand (Mn),1999-10,0.28164994345820377,1999
2293,Chemical Oxygen Demand (Mn),1999-11,0.8039884403439179,1999
2294,Chemical Oxygen Demand (Mn),1999-12,0.8621457162858323,1999
2295,Chemical Oxygen Demand (Mn),2000-01,0.7479851375850372,2000
2296,Chemical Oxygen Demand (Mn),2000-02,0.7067724506829889,2000
2297,Chemical Oxygen Demand (Mn),2000-03,0.6876738884600885,2000
2298,Chemical Oxygen Demand (Mn),2000-04,0.5801188275205975,2000
2299,Chemical Oxygen Demand (Mn),2000-05,0.6052485146559924,2000
2300,Chemical Oxygen Demand (Mn),2000-06,0.4946778912602537,2000
2301,Chemical Oxygen Demand (Mn),2000-07,0.5640358277539443,2000
2302,Chemical Oxygen Demand (Mn),2000-08,0.4313510796790579,2000
2303,Chemical Oxygen Demand (Mn),2000-09,0.44843926693112673,2000
2304,Chemical Oxygen Demand (Mn),2000-10,0.3609879556999513,2000
2305,Chemical Oxygen Demand (Mn),2000-11,0.45547557932903715,2000
2306,Chemical Oxygen Demand (Mn),2000-12,0.5328750157060543,2000
2307,Chemical Oxygen Demand (Mn),2001-01,0.5007090161727485,2001
2308,Chemical Oxygen Demand (Mn),2001-02,0.3898870959056561,2001
2309,Chemical Oxygen Demand (Mn),2001-03,0.3187700813124878,2001
2310,Chemical Oxygen Demand (Mn),2001-04,0.11974295920015811,2001
2311,Chemical Oxygen Demand (Mn),2001-05,0.3569672057582883,2001
2312,Chemical Oxygen Demand (Mn),2001-06,0.09260289709393117,2001
2313,Chemical Oxygen Demand (Mn),2001-07,0.3670190806124464,2001
2314,Chemical Oxygen Demand (Mn),2001-08,0.22428245768340196,2001
2315,Chemical Oxygen Demand (Mn),2001-09,0.44944445441654246,2001
2316,Chemical Oxygen Demand (Mn),2001-10,0.7366767783741093,2001
2317,Chemical Oxygen Demand (Mn),2001-11,0.32402447044079763,2001
2318,Chemical Oxygen Demand (Mn),2001-12,0.471608838469961,2001
2319,Chemical Oxygen Demand (Mn),2002-01,0.24539139487713385,2002
2320,Chemical Oxygen Demand (Mn),2002-02,0.6090538672793521,2002
2321,Chemical Oxygen Demand (Mn),2002-03,0.562192984030682,2002
2322,Chemical Oxygen Demand (Mn),2002-04,0.4454237044748793,2002
2323,Chemical Oxygen Demand (Mn),2002-05,0.4887903645599612,2002
2324,Chemical Oxygen Demand (Mn),2002-06,0.4076573746656857,2002
2325,Chemical Oxygen Demand (Mn),2002-07,0.4650966595465886,2002
2326,Chemical Oxygen Demand (Mn),2002-08,0.4385309902891708,2002
2327,Chemical Oxygen Demand (Mn),2002-09,0.4677891260253811,2002
2328,Chemical Oxygen Demand (Mn),2002-10,0.4583083804243,2002
2329,Chemical Oxygen Demand (Mn),2002-11,0.46433379404426417,2002
2330,Chemical Oxygen Demand (Mn),2002-12,0.6051049164437904,2002
2331,Chemical Oxygen Demand (Mn),2003-01,1.0,2003
2332,Chemical Oxygen Demand (Mn),2003-02,0.35596201827287244,2003
2333,Chemical Oxygen Demand (Mn),2003-03,0.4340492145083321,2003
2334,Chemical Oxygen Demand (Mn),2003-04,0.5914630862845759,2003
2335,Chemical Oxygen Demand (Mn),2003-05,0.6069716932024196,2003
2336,Chemical Oxygen Demand (Mn),2003-06,0.20504029724829928,2003
2337,Chemical Oxygen Demand (Mn),2003-07,0.2497711403493027,2003
2338,Chemical Oxygen Demand (Mn),2003-08,0.2768035037963779,2003
2339,Chemical Oxygen Demand (Mn),2003-09,0.2782610256502307,2003
2340,Chemical Oxygen Demand (Mn),2003-10,0.5066683419791423,2003
2341,Chemical Oxygen Demand (Mn),2003-11,0.1871742863468018,2003
2342,Chemical Oxygen Demand (Mn),2003-12,0.38116350451436876,2003
2343,Chemical Oxygen Demand (Mn),2004-01,0.3844938784358288,2004
2344,Chemical Oxygen Demand (Mn),2004-02,0.20940568289924794,2004
2345,Chemical Oxygen Demand (Mn),2004-03,0.21588196226956982,2004
2346,Chemical Oxygen Demand (Mn),2004-04,0.3230735402344242,2004
2347,Chemical Oxygen Demand (Mn),2004-05,0.5781084525497658,2004
2348,Chemical Oxygen Demand (Mn),2004-06,0.27655220692502364,2004
2349,Chemical Oxygen Demand (Mn),2004-07,0.6587747482543844,2004
2350,Chemical Oxygen Demand (Mn),2004-08,0.3346017842077864,2004
2351,Chemical Oxygen Demand (Mn),2004-09,0.2792327068861326,2004
2352,Chemical Oxygen Demand (Mn),2004-10,0.19496448935877425,2004
2353,Chemical Oxygen Demand (Mn),2004-11,0.378126402326291,2004
2354,Chemical Oxygen Demand (Mn),2004-12,0.2203559440684963,2004
2355,Chemical Oxygen Demand (Mn),2005-01,0.25443808224587605,2005
2356,Chemical Oxygen Demand (Mn),2005-02,0.3304972686423386,2005
2357,Chemical Oxygen Demand (Mn),2005-03,0.2945019834503058,2005
2358,Chemical Oxygen Demand (Mn),2005-04,0.30804808146805235,2005
2359,Chemical Oxygen Demand (Mn),2005-05,0.2365960043797455,2005
2360,Chemical Oxygen Demand (Mn),2005-06,0.5308646407352228,2005
2361,Chemical Oxygen Demand (Mn),2005-07,0.2942147870259014,2005
2362,Chemical Oxygen Demand (Mn),2005-08,0.17603345838344323,2005
2363,Chemical Oxygen Demand (Mn),2005-09,0.22945199332268293,2005
2364,Chemical Oxygen Demand (Mn),2005-10,0.0457180808098941,2005
2365,Chemical Oxygen Demand (Mn),2005-11,0.10157778535657234,2005
2366,Chemical Oxygen Demand (Mn),2005-12,0.13955951248406956,2005
2367,Chemical Oxygen Demand (Mn),2006-01,0.17323329324549924,2006
2368,Chemical Oxygen Demand (Mn),2006-02,0.2008041499883328,2006
2369,Chemical Oxygen Demand (Mn),2006-03,0.24015006013175114,2006
2370,Chemical Oxygen Demand (Mn),2006-04,0.22787241298845828,2006
2371,Chemical Oxygen Demand (Mn),2006-05,0.45260361508499214,2006
2372,Chemical Oxygen Demand (Mn),2006-06,0.304482059198363,2006
2373,Chemical Oxygen Demand (Mn),2006-07,0.2617256915151406,2006
2374,Chemical Oxygen Demand (Mn),2006-08,0.26482501959517274,2006
2375,Chemical Oxygen Demand (Mn),2006-09,0.15659983366540434,2006
2376,Chemical Oxygen Demand (Mn),2006-10,0.09170351881750657,2006
2377,Chemical Oxygen Demand (Mn),2006-11,0.23131877008131238,2006
2378,Chemical Oxygen Demand (Mn),2006-12,0.251120963544004,2006
2379,Chemical Oxygen Demand (Mn),2007-01,0.10315736569079725,2007
2380,Chemical Oxygen Demand (Mn),2007-02,0.2291073576133977,2007
2381,Chemical Oxygen Demand (Mn),2007-03,0.34307048877241475,2007
2382,Chemical Oxygen Demand (Mn),2007-04,0.35256951050959423,2007
2383,Chemical Oxygen Demand (Mn),2007-05,0.2450563323819952,2007
2384,Chemical Oxygen Demand (Mn),2007-06,0.17259906780827242,2007
2385,Chemical Oxygen Demand (Mn),2007-07,0.11689492799147988,2007
2386,Chemical Oxygen Demand (Mn),2007-08,0.23878587711582994,2007
2387,Chemical Oxygen Demand (Mn),2007-09,0.3923498052449248,2007
2388,Chemical Oxygen Demand (Mn),2007-10,0.24415424104892974,2007
2389,Chemical Oxygen Demand (Mn),2007-11,0.2268582506147799,2007
2390,Chemical Oxygen Demand (Mn),2007-12,0.20518389546050148,2007
2391,Chemical Oxygen Demand (Mn),2008-01,0.16253522643643095,2008
2392,Chemical Oxygen Demand (Mn),2008-02,0.17769588384009238,2008
2393,Chemical Oxygen Demand (Mn),2008-03,0.30329019403708424,2008
2394,Chemical Oxygen Demand (Mn),2008-04,0.3504334871030854,2008
2395,Chemical Oxygen Demand (Mn),2008-05,0.24619554486546627,2008
2396,Chemical Oxygen Demand (Mn),2008-06,0.21297409847247412,2008
2397,Chemical Oxygen Demand (Mn),2008-07,0.06546283498770444,2008
2398,Chemical Oxygen Demand (Mn),2008-08,0.027077237888388297,2008
2399,Chemical Oxygen Demand (Mn),2008-09,0.1501895590873579,2008
2400,Chemical Oxygen Demand (Mn),2008-10,0.06904381540449821,2008
2401,Chemical Oxygen Demand (Mn),2008-11,0.12694680284563797,2008
2402,Chemical Oxygen Demand (Mn),2008-12,0.14567088345632456,2008
2403,Chemical Oxygen Demand (Mn),2009-01,0.15772846522797623,2009
2404,Chemical Oxygen Demand (Mn),2009-02,0.11600940568289912,2009
2405,Chemical Oxygen Demand (Mn),2009-03,0.43372045018039523,2009
2406,Chemical Oxygen Demand (Mn),2009-04,0.20920464540216466,2009
2407,Chemical Oxygen Demand (Mn),2009-05,0.19383963669652307,2009
2408,Chemical Oxygen Demand (Mn),2009-06,0.27619321139451813,2009
2409,Chemical Oxygen Demand (Mn),2009-07,0.1726589003966902,2009
2410,Chemical Oxygen Demand (Mn),2009-08,0.23651223875596059,2009
2411,Chemical Oxygen Demand (Mn),2009-09,0.20505278404936034,2009
2412,Chemical Oxygen Demand (Mn),2009-10,0.12474376694010163,2009
2413,Chemical Oxygen Demand (Mn),2009-11,0.12795199033105373,2009
2414,Chemical Oxygen Demand (Mn),2009-12,0.16891338036174783,2009
2415,Chemical Oxygen Demand (Mn),2010-01,0.23006228572454282,2010
2416,Chemical Oxygen Demand (Mn),2010-02,0.15746705424105717,2010
2417,Chemical Oxygen Demand (Mn),2010-03,0.08056577695607692,2010
2418,Chemical Oxygen Demand (Mn),2010-04,0.2963603132552765,2010
2419,Chemical Oxygen Demand (Mn),2010-05,0.20899769503752028,2010
2420,Chemical Oxygen Demand (Mn),2010-06,0.1909043203000359,2010
2421,Chemical Oxygen Demand (Mn),2010-07,0.16385295120722812,2010
2422,Chemical Oxygen Demand (Mn),2010-08,0.20367611423237794,2010
2423,Chemical Oxygen Demand (Mn),2010-09,0.1585313704020857,2010
2424,Chemical Oxygen Demand (Mn),2010-10,0.16766675078424687,2010
2425,Chemical Oxygen Demand (Mn),2010-11,0.1655381184621899,2010
2426,Chemical Oxygen Demand (Mn),2010-12,0.12919172156306652,2010
2427,Chemical Oxygen Demand (Mn),2011-01,0.21248473088089004,2011
