id,chemical,date,misurations
2547,Chlorides,2002-01,9
2548,Chlorides,2002-02,20
2549,Chlorides,2002-03,18
2550,Chlorides,2002-04,15
2551,Chlorides,2002-05,21
2552,Chlorides,2002-06,21
2553,Chlorides,2002-07,21
2554,Chlorides,2002-08,21
2555,Chlorides,2002-09,24
2556,Chlorides,2002-10,33
2557,Chlorides,2002-11,16
2558,Chlorides,2002-12,21
2559,Chlorides,2003-01,18
2560,Chlorides,2003-02,18
2561,Chlorides,2003-03,21
2562,Chlorides,2003-04,21
2563,Chlorides,2003-05,21
2564,Chlorides,2003-06,21
2565,Chlorides,2003-07,21
2566,Chlorides,2003-08,18
2567,Chlorides,2003-09,15
2568,Chlorides,2003-10,21
2569,Chlorides,2003-11,21
2570,Chlorides,2003-12,21
2571,Chlorides,2004-01,16
2572,Chlorides,2004-02,20
2573,Chlorides,2004-03,21
2574,Chlorides,2004-04,18
2575,Chlorides,2004-05,15
2576,Chlorides,2004-06,18
2577,Chlorides,2004-07,18
2578,Chlorides,2004-08,18
2579,Chlorides,2004-09,18
2580,Chlorides,2004-10,18
2581,Chlorides,2004-11,10
2582,Chlorides,2004-12,16
2583,Chlorides,2005-01,18
2584,Chlorides,2005-02,18
2585,Chlorides,2005-03,21
2586,Chlorides,2005-04,21
2587,Chlorides,2005-05,18
2588,Chlorides,2005-06,18
2589,Chlorides,2005-07,21
2590,Chlorides,2005-08,21
2591,Chlorides,2005-09,21
2592,Chlorides,2005-10,21
2593,Chlorides,2005-11,21
2594,Chlorides,2005-12,21
2595,Chlorides,2006-01,21
2596,Chlorides,2006-02,21
2597,Chlorides,2006-03,21
2598,Chlorides,2006-04,21
2599,Chlorides,2006-05,21
2600,Chlorides,2006-06,21
2601,Chlorides,2006-07,20
2602,Chlorides,2006-08,21
2603,Chlorides,2006-09,21
2604,Chlorides,2006-10,19
2605,Chlorides,2006-11,18
2606,Chlorides,2006-12,18
2607,Chlorides,2007-01,18
2608,Chlorides,2007-02,16
2609,Chlorides,2007-03,20
2610,Chlorides,2007-04,19
2611,Chlorides,2007-05,18
2612,Chlorides,2007-06,18
2613,Chlorides,2007-07,21
2614,Chlorides,2007-08,15
2615,Chlorides,2007-09,15
2616,Chlorides,2007-10,16
2617,Chlorides,2007-11,19
2618,Chlorides,2007-12,18
2619,Chlorides,2008-01,14
2620,Chlorides,2008-02,13
2621,Chlorides,2008-03,15
2622,Chlorides,2008-04,9
2623,Chlorides,2008-05,17
2624,Chlorides,2008-06,15
2625,Chlorides,2008-07,18
2626,Chlorides,2008-08,24
2627,Chlorides,2008-09,22
2628,Chlorides,2008-10,24
2629,Chlorides,2008-11,18
2630,Chlorides,2008-12,14
2631,Chlorides,2009-01,18
2632,Chlorides,2009-02,20
2633,Chlorides,2009-03,23
2634,Chlorides,2009-04,24
2635,Chlorides,2009-05,20
2636,Chlorides,2009-06,23
2637,Chlorides,2009-07,23
2638,Chlorides,2009-08,19
2639,Chlorides,2009-09,22
2640,Chlorides,2009-10,14
2641,Chlorides,2009-11,20
2642,Chlorides,2009-12,17
2643,Chlorides,2010-01,16
2644,Chlorides,2010-02,18
2645,Chlorides,2010-03,17
2646,Chlorides,2010-04,17
2647,Chlorides,2010-05,18
2648,Chlorides,2010-06,21
2649,Chlorides,2010-07,18
2650,Chlorides,2010-08,18
2651,Chlorides,2010-09,18
2652,Chlorides,2010-10,21
2653,Chlorides,2010-11,18
2654,Chlorides,2010-12,22
2655,Chlorides,2011-01,17
2656,Chlorides,2011-02,24
2657,Chlorides,2011-03,20
2658,Chlorides,2011-04,20
2659,Chlorides,2011-05,17
2660,Chlorides,2011-06,24
2661,Chlorides,2011-07,13
2662,Chlorides,2011-08,19
2663,Chlorides,2011-09,18
2664,Chlorides,2011-10,15
2665,Chlorides,2011-11,23
2666,Chlorides,2011-12,17
2667,Chlorides,2012-01,14
2668,Chlorides,2012-02,10
2669,Chlorides,2012-03,18
2670,Chlorides,2012-04,14
2671,Chlorides,2012-05,18
2672,Chlorides,2012-06,15
2673,Chlorides,2012-07,20
2674,Chlorides,2012-08,14
2675,Chlorides,2012-09,21
2676,Chlorides,2012-10,24
2677,Chlorides,2012-11,17
2678,Chlorides,2012-12,9
2679,Chlorides,2013-01,17
2680,Chlorides,2013-02,18
2681,Chlorides,2013-03,15
2682,Chlorides,2013-04,18
2683,Chlorides,2013-05,15
2684,Chlorides,2013-06,18
2685,Chlorides,2013-07,16
2686,Chlorides,2013-08,17
2687,Chlorides,2013-09,18
2688,Chlorides,2013-10,17
2689,Chlorides,2013-11,18
2690,Chlorides,2013-12,17
2691,Chlorides,2014-01,18
2692,Chlorides,2014-02,6
2693,Chlorides,2014-03,23
2694,Chlorides,2014-04,20
2695,Chlorides,2014-05,17
2696,Chlorides,2014-06,21
2697,Chlorides,2014-07,19
2698,Chlorides,2014-08,20
2699,Chlorides,2014-09,26
2700,Chlorides,2014-10,23
2701,Chlorides,2014-11,26
2702,Chlorides,2014-12,16
2703,Chlorides,2015-01,18
2704,Chlorides,2015-02,18
2705,Chlorides,2015-03,16
2706,Chlorides,2015-04,14
2707,Chlorides,2015-05,18
2708,Chlorides,2015-06,18
2709,Chlorides,2015-07,17
2710,Chlorides,2015-08,17
2711,Chlorides,2015-09,23
2712,Chlorides,2015-10,18
2713,Chlorides,2015-11,15
2714,Chlorides,2015-12,17
2715,Chlorides,2016-01,16
2716,Chlorides,2016-02,21
2717,Chlorides,2016-03,17
2718,Chlorides,2016-04,18
2719,Chlorides,2016-05,18
2720,Chlorides,2016-06,18
2721,Chlorides,2016-07,18
2722,Chlorides,2016-08,18
2723,Chlorides,2016-09,17
2724,Chlorides,2016-10,18
2725,Chlorides,2016-11,15
2726,Chlorides,2016-12,19
2727,Chlorodinine,2014-01,13
2728,Chlorodinine,2014-02,12
2729,Chlorodinine,2014-03,16
2730,Chlorodinine,2014-04,9
2731,Chlorodinine,2014-05,17
2732,Chlorodinine,2014-06,13
2733,Chlorodinine,2014-07,15
2734,Chlorodinine,2014-08,15
2735,Chlorodinine,2014-09,13
2736,Chlorodinine,2014-10,15
2737,Chlorodinine,2014-11,15
2738,Chlorodinine,2014-12,15
2739,Chlorodinine,2015-01,14
2740,Chlorodinine,2015-02,15
2741,Chlorodinine,2015-03,15
2742,Chlorodinine,2015-04,15
2743,Chlorodinine,2015-05,15
2744,Chlorodinine,2015-06,15
2745,Chlorodinine,2015-07,13
2746,Chlorodinine,2015-08,15
2747,Chlorodinine,2015-09,12
2748,Chlorodinine,2015-10,9
2749,Chlorodinine,2015-11,4
2750,Chlorodinine,2015-12,3
2751,Chlorodinine,2016-01,13
2752,Chlorodinine,2016-02,15
2753,Chlorodinine,2016-03,15
2754,Chlorodinine,2016-04,15
2755,Chlorodinine,2016-05,11
2756,Chlorodinine,2016-06,15
2757,Chlorodinine,2016-07,15
2758,Chlorodinine,2016-08,14
2759,Chlorodinine,2016-09,15
2760,Chlorodinine,2016-10,15
2761,Chlorodinine,2016-11,15
2762,Chlorodinine,2016-12,3
2763,Chromium,1998-01,7
2764,Chromium,1998-02,7
2765,Chromium,1998-03,7
2766,Chromium,1998-04,11
2767,Chromium,1998-05,8
2768,Chromium,1998-06,11
2769,Chromium,1998-07,8
2770,Chromium,1998-08,14
2771,Chromium,1998-09,8
2772,Chromium,1998-10,14
2773,Chromium,1998-11,14
2774,Chromium,1998-12,14
2775,Chromium,1999-01,13
2776,Chromium,1999-02,15
2777,Chromium,1999-03,15
2778,Chromium,1999-04,15
2779,Chromium,1999-05,15
2780,Chromium,1999-06,15
2781,Chromium,1999-07,22
2782,Chromium,1999-08,20
2783,Chromium,1999-09,14
2784,Chromium,1999-10,14
2785,Chromium,1999-11,14
2786,Chromium,1999-12,14
2787,Chromium,2000-01,14
2788,Chromium,2000-02,15
2789,Chromium,2000-03,15
2790,Chromium,2000-04,15
2791,Chromium,2000-05,15
2792,Chromium,2000-06,15
2793,Chromium,2000-07,21
2794,Chromium,2000-08,21
2795,Chromium,2000-09,15
2796,Chromium,2000-10,15
2797,Chromium,2000-11,15
2798,Chromium,2000-12,15
2799,Chromium,2001-01,12
2800,Chromium,2001-02,12
2801,Chromium,2001-03,12
2802,Chromium,2001-04,15
2803,Chromium,2001-05,15
2804,Chromium,2001-06,15
2805,Chromium,2001-07,15
2806,Chromium,2001-08,15
2807,Chromium,2001-09,13
2808,Chromium,2001-10,4
2809,Chromium,2001-11,15
2810,Chromium,2001-12,10
2811,Chromium,2002-02,3
2812,Chromium,2002-03,18
2813,Chromium,2002-04,18
2814,Chromium,2002-05,13
2815,Chromium,2002-06,18
2816,Chromium,2002-08,18
2817,Chromium,2002-09,21
2818,Chromium,2002-10,37
2819,Chromium,2002-11,13
2820,Chromium,2002-12,16
2821,Chromium,2003-01,18
2822,Chromium,2003-02,18
2823,Chromium,2003-03,18
2824,Chromium,2003-04,18
2825,Chromium,2003-05,15
2826,Chromium,2003-06,21
2827,Chromium,2003-07,18
2828,Chromium,2003-08,26
2829,Chromium,2003-09,6
2830,Chromium,2003-10,20
2831,Chromium,2003-11,21
2832,Chromium,2003-12,7
2833,Chromium,2004-01,11
2834,Chromium,2004-02,21
2835,Chromium,2004-03,15
2836,Chromium,2004-04,21
2837,Chromium,2004-05,21
2838,Chromium,2004-06,21
2839,Chromium,2004-07,21
2840,Chromium,2004-08,21
2841,Chromium,2004-09,21
2842,Chromium,2004-10,21
2843,Chromium,2004-11,21
2844,Chromium,2004-12,17
2845,Chromium,2005-01,21
2846,Chromium,2005-02,18
2847,Chromium,2005-03,21
2848,Chromium,2005-04,21
2849,Chromium,2005-05,18
2850,Chromium,2005-06,21
2851,Chromium,2005-07,21
2852,Chromium,2005-08,21
2853,Chromium,2005-09,20
2854,Chromium,2005-10,21
2855,Chromium,2005-11,21
2856,Chromium,2005-12,21
2857,Chromium,2006-01,21
2858,Chromium,2006-02,21
2859,Chromium,2006-03,21
2860,Chromium,2006-04,21
2861,Chromium,2006-05,15
2862,Chromium,2006-06,21
2863,Chromium,2006-07,21
2864,Chromium,2006-08,21
2865,Chromium,2006-09,21
2866,Chromium,2006-10,18
2867,Chromium,2006-11,21
2868,Chromium,2006-12,21
2869,Chromium,2007-01,21
2870,Chromium,2007-02,19
2871,Chromium,2007-03,21
2872,Chromium,2007-04,19
2873,Chromium,2007-05,20
2874,Chromium,2007-06,21
2875,Chromium,2007-07,21
2876,Chromium,2007-08,18
2877,Chromium,2007-09,18
2878,Chromium,2007-10,16
2879,Chromium,2007-11,17
2880,Chromium,2007-12,18
2881,Chromium,2008-01,9
2882,Chromium,2008-02,8
2883,Chromium,2008-04,9
2884,Chromium,2008-05,5
2885,Chromium,2008-06,5
2886,Chromium,2008-09,11
2887,Chromium,2008-10,11
2888,Chromium,2008-11,11
2889,Chromium,2008-12,10
2890,Chromium,2009-01,2
2891,Chromium,2009-02,1
2892,Chromium,2009-03,2
2893,Chromium,2009-04,13
2894,Chromium,2009-05,13
2895,Chromium,2009-06,13
2896,Chromium,2009-07,14
2897,Chromium,2009-08,12
2898,Chromium,2009-09,12
2899,Chromium,2009-10,13
2900,Chromium,2009-11,13
2901,Chromium,2009-12,12
2902,Chromium,2010-01,15
2903,Chromium,2010-02,15
2904,Chromium,2010-03,15
2905,Chromium,2010-04,18
2906,Chromium,2010-05,17
2907,Chromium,2010-06,18
2908,Chromium,2010-07,18
2909,Chromium,2010-08,18
2910,Chromium,2010-09,20
2911,Chromium,2010-10,20
2912,Chromium,2010-11,16
2913,Chromium,2010-12,14
2914,Chromium,2011-01,16
2915,Chromium,2011-02,19
2916,Chromium,2011-03,18
2917,Chromium,2011-04,15
2918,Chromium,2011-05,16
2919,Chromium,2011-06,18
2920,Chromium,2011-07,15
2921,Chromium,2011-08,19
2922,Chromium,2011-09,18
2923,Chromium,2011-10,14
2924,Chromium,2011-11,19
2925,Chromium,2011-12,17
2926,Chromium,2012-01,13
2927,Chromium,2012-02,19
2928,Chromium,2012-03,6
2929,Chromium,2012-04,6
2930,Chromium,2012-05,6
2931,Chromium,2012-06,9
2932,Chromium,2012-07,6
2933,Chromium,2012-08,6
2934,Chromium,2012-09,5
2935,Chromium,2012-10,6
2936,Chromium,2012-11,6
2937,Chromium,2012-12,4
2938,Chromium,2013-01,6
2939,Chromium,2013-02,6
2940,Chromium,2013-03,6
2941,Chromium,2013-04,6
2942,Chromium,2013-05,6
2943,Chromium,2013-06,6
2944,Chromium,2013-07,6
2945,Chromium,2013-08,5
2946,Chromium,2013-09,7
2947,Chromium,2013-10,9
2948,Chromium,2013-11,6
2949,Chromium,2013-12,6
2950,Chromium,2014-01,7
2951,Chromium,2014-02,4
2952,Chromium,2014-03,2
2953,Chromium,2014-04,4
2954,Chromium,2014-05,2
2955,Chromium,2014-06,8
2956,Chromium,2014-07,7
2957,Chromium,2014-08,8
2958,Chromium,2014-09,22
2959,Chromium,2014-10,16
2960,Chromium,2014-11,16
2961,Chromium,2014-12,13
2962,Chromium,2015-01,6
2963,Chromium,2015-02,7
2964,Chromium,2015-03,7
2965,Chromium,2015-04,6
2966,Chromium,2015-05,7
2967,Chromium,2015-06,6
2968,Chromium,2015-07,6
2969,Chromium,2015-08,7
2970,Chromium,2015-09,7
2971,Chromium,2015-10,6
2972,Chromium,2015-11,6
2973,Chromium,2015-12,6
2974,Chromium,2016-01,6
2975,Chromium,2016-02,6
2976,Chromium,2016-03,6
2977,Chromium,2016-04,6
2978,Chromium,2016-05,6
2979,Chromium,2016-06,6
2980,Chromium,2016-07,6
2981,Chromium,2016-08,6
2982,Chromium,2016-09,6
2983,Chromium,2016-10,6
2984,Chromium,2016-11,6
2985,Chromium,2016-12,6
2986,Chrysene,2008-01,1
2987,Chrysene,2008-02,4
2988,Chrysene,2008-03,4
2989,Chrysene,2008-05,1
2990,Chrysene,2008-06,4
2991,Chrysene,2008-07,7
2992,Chrysene,2008-08,3
2993,Chrysene,2008-09,2
2994,Chrysene,2008-10,4
2995,Chrysene,2008-11,4
2996,Chrysene,2009-01,1
2997,Chrysene,2009-02,3
2998,Chrysene,2009-03,4
2999,Chrysene,2009-04,3
3000,Chrysene,2009-05,4
3001,Chrysene,2009-06,4
3002,Chrysene,2009-07,4
3003,Chrysene,2009-08,4
3004,Chrysene,2009-09,4
3005,Chrysene,2009-10,4
3006,Chrysene,2009-11,4
3007,Chrysene,2009-12,3
3008,Copper,1998-01,7
3009,Copper,1998-02,7
3010,Copper,1998-03,7
3011,Copper,1998-04,11
3012,Copper,1998-05,8
3013,Copper,1998-06,11
3014,Copper,1998-07,8
3015,Copper,1998-08,14
3016,Copper,1998-09,8
3017,Copper,1998-10,14
3018,Copper,1998-11,14
3019,Copper,1998-12,14
3020,Copper,1999-01,13
3021,Copper,1999-02,15
3022,Copper,1999-03,15
3023,Copper,1999-04,15
3024,Copper,1999-05,15
3025,Copper,1999-06,15
3026,Copper,1999-07,22
3027,Copper,1999-08,20
3028,Copper,1999-09,14
3029,Copper,1999-10,14
3030,Copper,1999-11,14
3031,Copper,1999-12,14
3032,Copper,2000-01,14
3033,Copper,2000-02,15
3034,Copper,2000-03,15
3035,Copper,2000-04,15
3036,Copper,2000-05,15
3037,Copper,2000-06,15
3038,Copper,2000-07,21
3039,Copper,2000-08,21
3040,Copper,2000-09,15
3041,Copper,2000-10,15
3042,Copper,2000-11,15
3043,Copper,2000-12,15
3044,Copper,2001-01,12
3045,Copper,2001-02,12
3046,Copper,2001-03,12
3047,Copper,2001-04,15
3048,Copper,2001-05,15
3049,Copper,2001-06,15
3050,Copper,2001-07,15
3051,Copper,2001-08,15
3052,Copper,2001-09,13
3053,Copper,2001-10,4
3054,Copper,2001-11,15
3055,Copper,2001-12,10
3056,Copper,2002-02,3
3057,Copper,2002-03,18
3058,Copper,2002-04,18
3059,Copper,2002-05,13
3060,Copper,2002-06,18
3061,Copper,2002-08,18
3062,Copper,2002-09,21
3063,Copper,2002-10,37
3064,Copper,2002-11,13
3065,Copper,2002-12,18
3066,Copper,2003-01,18
3067,Copper,2003-02,18
3068,Copper,2003-03,16
3069,Copper,2003-04,18
3070,Copper,2003-05,15
3071,Copper,2003-06,21
3072,Copper,2003-07,18
3073,Copper,2003-08,26
3074,Copper,2003-09,6
3075,Copper,2003-10,20
3076,Copper,2003-11,18
3077,Copper,2003-12,7
3078,Copper,2004-01,10
3079,Copper,2004-02,21
3080,Copper,2004-03,15
3081,Copper,2004-04,21
3082,Copper,2004-05,15
3083,Copper,2004-06,21
3084,Copper,2004-07,21
3085,Copper,2004-08,21
3086,Copper,2004-09,21
3087,Copper,2004-10,21
3088,Copper,2004-11,21
3089,Copper,2004-12,19
3090,Copper,2005-01,21
3091,Copper,2005-02,18
3092,Copper,2005-03,21
3093,Copper,2005-04,21
3094,Copper,2005-05,18
3095,Copper,2005-06,21
3096,Copper,2005-07,21
3097,Copper,2005-08,21
3098,Copper,2005-09,20
3099,Copper,2005-10,21
3100,Copper,2005-11,21
3101,Copper,2005-12,21
3102,Copper,2006-01,21
3103,Copper,2006-02,21
3104,Copper,2006-03,21
3105,Copper,2006-04,21
3106,Copper,2006-05,15
3107,Copper,2006-06,21
3108,Copper,2006-07,21
3109,Copper,2006-08,21
3110,Copper,2006-09,21
3111,Copper,2006-10,18
3112,Copper,2006-11,21
3113,Copper,2006-12,21
3114,Copper,2007-01,21
3115,Copper,2007-02,19
3116,Copper,2007-03,21
3117,Copper,2007-04,19
3118,Copper,2007-05,20
3119,Copper,2007-06,21
3120,Copper,2007-07,21
3121,Copper,2007-08,18
3122,Copper,2007-09,18
3123,Copper,2007-10,16
3124,Copper,2007-11,17
3125,Copper,2007-12,18
3126,Copper,2008-01,9
3127,Copper,2008-02,8
3128,Copper,2008-04,9
3129,Copper,2008-05,5
3130,Copper,2008-06,5
3131,Copper,2008-09,11
3132,Copper,2008-10,11
3133,Copper,2008-11,11
3134,Copper,2008-12,10
3135,Copper,2009-01,2
3136,Copper,2009-02,2
3137,Copper,2009-03,2
3138,Copper,2009-04,12
3139,Copper,2009-05,12
3140,Copper,2009-06,12
3141,Copper,2009-07,13
3142,Copper,2009-08,11
3143,Copper,2009-09,12
3144,Copper,2009-10,13
3145,Copper,2009-11,12
3146,Copper,2009-12,11
3147,Copper,2010-01,15
3148,Copper,2010-02,15
3149,Copper,2010-03,15
3150,Copper,2010-04,18
3151,Copper,2010-05,17
3152,Copper,2010-06,18
3153,Copper,2010-07,18
3154,Copper,2010-08,18
3155,Copper,2010-09,20
3156,Copper,2010-10,19
3157,Copper,2010-11,16
3158,Copper,2010-12,14
3159,Copper,2011-01,17
3160,Copper,2011-02,21
3161,Copper,2011-03,17
3162,Copper,2011-04,16
3163,Copper,2011-05,16
3164,Copper,2011-06,19
3165,Copper,2011-07,14
3166,Copper,2011-08,18
3167,Copper,2011-09,18
3168,Copper,2011-10,13
3169,Copper,2011-11,19
3170,Copper,2011-12,16
3171,Copper,2012-01,13
3172,Copper,2012-02,19
3173,Copper,2012-03,7
3174,Copper,2012-04,6
3175,Copper,2012-05,6
3176,Copper,2012-06,9
3177,Copper,2012-07,6
3178,Copper,2012-08,6
3179,Copper,2012-09,5
3180,Copper,2012-10,6
3181,Copper,2012-11,6
3182,Copper,2012-12,4
3183,Copper,2013-01,6
3184,Copper,2013-02,6
3185,Copper,2013-03,6
3186,Copper,2013-04,6
3187,Copper,2013-05,6
3188,Copper,2013-06,6
3189,Copper,2013-07,6
3190,Copper,2013-08,5
3191,Copper,2013-09,7
3192,Copper,2013-10,9
3193,Copper,2013-11,6
3194,Copper,2013-12,6
3195,Copper,2014-01,7
3196,Copper,2014-02,4
3197,Copper,2014-03,2
3198,Copper,2014-04,4
3199,Copper,2014-05,2
3200,Copper,2014-06,8
3201,Copper,2014-07,7
3202,Copper,2014-08,8
3203,Copper,2014-09,22
3204,Copper,2014-10,16
3205,Copper,2014-11,16
3206,Copper,2014-12,13
3207,Copper,2015-01,6
3208,Copper,2015-02,8
3209,Copper,2015-03,7
3210,Copper,2015-04,6
3211,Copper,2015-05,7
3212,Copper,2015-06,6
3213,Copper,2015-07,6
3214,Copper,2015-08,7
3215,Copper,2015-09,7
3216,Copper,2015-10,6
3217,Copper,2015-11,6
3218,Copper,2015-12,6
3219,Copper,2016-01,6
3220,Copper,2016-02,6
3221,Copper,2016-03,6
3222,Copper,2016-04,6
3223,Copper,2016-05,6
3224,Copper,2016-06,6
3225,Copper,2016-07,6
3226,Copper,2016-08,6
3227,Copper,2016-09,6
3228,Copper,2016-10,6
3229,Copper,2016-11,6
3230,Copper,2016-12,6
3231,Cyanides,2008-01,9
3232,Cyanides,2008-02,8
3233,Cyanides,2008-03,11
3234,Cyanides,2008-04,9
3235,Cyanides,2008-05,13
3236,Cyanides,2008-06,11
3237,Cyanides,2008-07,11
3238,Cyanides,2008-08,11
3239,Cyanides,2008-09,11
3240,Cyanides,2008-10,11
3241,Cyanides,2008-11,11
3242,Cyanides,2008-12,10
3243,Cyanides,2009-01,12
3244,Cyanides,2009-02,12
3245,Cyanides,2009-03,12
3246,Cyanides,2009-04,12
3247,Cyanides,2009-05,12
3248,Cyanides,2009-06,12
3249,Cyanides,2009-07,13
3250,Cyanides,2009-08,12
3251,Cyanides,2009-09,17
3252,Cyanides,2009-10,11
3253,Cyanides,2009-11,12
3254,Cyanides,2009-12,12
3255,Cyanides,2010-01,12
3256,Cyanides,2010-02,12
3257,Cyanides,2010-03,12
3258,Cyanides,2010-04,4
3259,Cyanides,2010-05,4
3260,Cyanides,2010-06,3
3261,Cyanides,2010-07,10
3262,Cyanides,2010-08,10
3263,Cyanides,2010-09,10
3264,Cyanides,2010-10,1
3265,Cyanides,2010-12,1
3266,Cyanides,2011-01,1
3267,Cyanides,2011-02,1
3268,Cyanides,2011-03,1
3269,Cyanides,2011-04,1
3270,Cyanides,2011-05,1
3271,Cyanides,2011-06,1
3272,Cyanides,2011-07,1
3273,Cyanides,2011-08,1
3274,Cyanides,2011-09,1
3275,Cyanides,2011-10,1
3276,Cyanides,2011-11,1
3277,Cyanides,2011-12,1
3278,Cyanides,2012-01,7
3279,Cyanides,2012-02,3
3280,Cyanides,2012-03,1
3281,Cyanides,2012-04,1
3282,Cyanides,2012-05,1
3283,Cyanides,2012-06,1
3284,Cyanides,2012-07,1
3285,Cyanides,2012-08,1
3286,Cyanides,2012-09,1
3287,Cyanides,2012-10,1
3288,Cyanides,2012-11,1
3289,Cyanides,2012-12,1
3290,Dieldrin,2005-01,18
3291,Dieldrin,2005-02,9
3292,Dieldrin,2005-03,21
3293,Dieldrin,2005-04,21
3294,Dieldrin,2005-05,20
3295,Dieldrin,2005-06,19
3296,Dieldrin,2005-07,21
3297,Dieldrin,2005-08,21
3298,Dieldrin,2005-09,21
3299,Dieldrin,2005-10,9
3300,Dieldrin,2005-11,6
3301,Dieldrin,2005-12,11
3302,Dieldrin,2006-01,5
3303,Dieldrin,2006-02,3
3304,Dieldrin,2006-03,13
3305,Dieldrin,2006-04,12
3306,Dieldrin,2006-05,10
3307,Dieldrin,2006-06,9
3308,Dieldrin,2006-07,21
3309,Dieldrin,2006-08,21
3310,Dieldrin,2006-09,18
3311,Dieldrin,2006-10,16
3312,Dieldrin,2006-11,21
3313,Dieldrin,2006-12,18
3314,Dieldrin,2007-01,21
3315,Dieldrin,2007-02,16
3316,Dieldrin,2007-03,21
3317,Dieldrin,2007-04,18
3318,Dieldrin,2007-05,17
3319,Dieldrin,2007-06,18
3320,Dieldrin,2007-07,21
3321,Dieldrin,2007-08,18
3322,Dieldrin,2007-09,18
3323,Dieldrin,2007-10,16
3324,Dieldrin,2007-11,18
3325,Dieldrin,2007-12,18
3326,Dieldrin,2009-07,1
3327,Dieldrin,2009-09,6
3328,Dieldrin,2009-10,5
3329,Dieldrin,2009-11,1
3330,Dissolved organic carbon,2008-10,8
3331,Dissolved organic carbon,2014-01,1
3332,Dissolved organic carbon,2014-03,1
3333,Dissolved organic carbon,2014-05,1
3334,Dissolved organic carbon,2014-06,1
3335,Dissolved organic carbon,2014-07,1
3336,Dissolved organic carbon,2014-09,1
3337,Dissolved organic carbon,2014-10,2
3338,Dissolved organic carbon,2014-11,2
3339,Dissolved organic carbon,2014-12,2
3340,Dissolved oxygen,1998-01,7
3341,Dissolved oxygen,1998-02,7
3342,Dissolved oxygen,1998-03,7
3343,Dissolved oxygen,1998-04,11
3344,Dissolved oxygen,1998-05,8
3345,Dissolved oxygen,1998-06,11
3346,Dissolved oxygen,1998-07,8
3347,Dissolved oxygen,1998-08,11
3348,Dissolved oxygen,1998-09,8
3349,Dissolved oxygen,1998-10,14
3350,Dissolved oxygen,1998-11,14
3351,Dissolved oxygen,1998-12,13
3352,Dissolved oxygen,1999-01,15
3353,Dissolved oxygen,1999-02,15
3354,Dissolved oxygen,1999-03,15
3355,Dissolved oxygen,1999-04,15
3356,Dissolved oxygen,1999-05,15
3357,Dissolved oxygen,1999-06,15
3358,Dissolved oxygen,1999-07,16
3359,Dissolved oxygen,1999-08,15
3360,Dissolved oxygen,1999-09,15
3361,Dissolved oxygen,1999-10,15
3362,Dissolved oxygen,1999-11,15
3363,Dissolved oxygen,1999-12,15
3364,Dissolved oxygen,2000-01,15
3365,Dissolved oxygen,2000-02,15
3366,Dissolved oxygen,2000-03,15
3367,Dissolved oxygen,2000-04,15
3368,Dissolved oxygen,2000-05,15
3369,Dissolved oxygen,2000-06,15
3370,Dissolved oxygen,2000-07,15
3371,Dissolved oxygen,2000-08,15
3372,Dissolved oxygen,2000-09,15
3373,Dissolved oxygen,2000-10,15
3374,Dissolved oxygen,2000-11,15
3375,Dissolved oxygen,2000-12,15
3376,Dissolved oxygen,2001-01,15
3377,Dissolved oxygen,2001-02,12
3378,Dissolved oxygen,2001-03,15
3379,Dissolved oxygen,2001-04,15
3380,Dissolved oxygen,2001-05,15
3381,Dissolved oxygen,2001-06,15
3382,Dissolved oxygen,2001-07,15
3383,Dissolved oxygen,2001-08,15
3384,Dissolved oxygen,2001-09,15
3385,Dissolved oxygen,2001-10,4
3386,Dissolved oxygen,2001-11,11
3387,Dissolved oxygen,2001-12,10
3388,Dissolved oxygen,2002-01,6
3389,Dissolved oxygen,2002-02,19
3390,Dissolved oxygen,2002-03,18
3391,Dissolved oxygen,2002-04,15
3392,Dissolved oxygen,2002-05,21
3393,Dissolved oxygen,2002-06,21
3394,Dissolved oxygen,2002-07,21
3395,Dissolved oxygen,2002-08,21
3396,Dissolved oxygen,2002-09,24
3397,Dissolved oxygen,2002-10,33
3398,Dissolved oxygen,2002-11,16
3399,Dissolved oxygen,2002-12,21
3400,Dissolved oxygen,2003-01,18
3401,Dissolved oxygen,2003-02,18
3402,Dissolved oxygen,2003-03,21
3403,Dissolved oxygen,2003-04,21
3404,Dissolved oxygen,2003-05,21
3405,Dissolved oxygen,2003-06,21
3406,Dissolved oxygen,2003-07,21
3407,Dissolved oxygen,2003-08,18
3408,Dissolved oxygen,2003-09,15
3409,Dissolved oxygen,2003-10,21
3410,Dissolved oxygen,2003-11,21
3411,Dissolved oxygen,2003-12,15
3412,Dissolved oxygen,2004-01,16
3413,Dissolved oxygen,2004-02,20
3414,Dissolved oxygen,2004-03,21
3415,Dissolved oxygen,2004-04,21
3416,Dissolved oxygen,2004-05,21
3417,Dissolved oxygen,2004-06,21
3418,Dissolved oxygen,2004-07,21
3419,Dissolved oxygen,2004-08,21
3420,Dissolved oxygen,2004-09,21
3421,Dissolved oxygen,2004-10,18
3422,Dissolved oxygen,2004-11,10
3423,Dissolved oxygen,2004-12,16
3424,Dissolved oxygen,2005-01,21
3425,Dissolved oxygen,2005-02,21
3426,Dissolved oxygen,2005-03,21
3427,Dissolved oxygen,2005-04,21
3428,Dissolved oxygen,2005-05,21
3429,Dissolved oxygen,2005-06,21
